"Item","ITEM_ID","TXN_DATE","SUBINV","ORG_ID","QTY_IN","QTY_OUT","TXN_CNT","DeptCode"
"Q1072928","406906","2020-05-22","QVC70","86","0.0","1.0","1","SEO26FF"
"Q1072961","406926","2024-08-19","QVC01","86","0.0","4.0","2","SEO26FF"
"Q1072961","406926","2022-01-20","QVC01","86","4.0","0.0","1","SEO26FF"
"Q1072973","406935","2024-10-11","QFC01","86","16.0","0.0","2","SEO26FF"
"Q1072995","406956","2020-05-30","QHA23","86","0.0","1.0","1","SEO26FF"
"Q1073040","406986","2024-12-09","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1073210","407101","2024-08-28","QFC01","86","1.0","0.0","1","SEO26FF"
"Q1073210","407101","2019-09-30","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1073449","407278","2024-08-06","QFC01","86","1.0","0.0","1","SEO26FF"
"Q1073590","407376","2021-12-23","QHB25","86","16.0","16.0","2","SEO26FF"
"Q1073590","407376","2016-03-15","QHB25","86","0.0","16.0","1","SEO26FF"
"Q1073590","407376","2015-04-30","QHB25","86","0.0","16.0","1","SEO26FF"
"Q1073590","407376","2015-03-17","QHB25","86","16.0","0.0","1","SEO26FF"
"Q1073590","407376","2016-02-14","QVC01","86","16.0","0.0","1","SEO26FF"
"Q1073590","407376","2017-07-26","QVC03","86","16.0","0.0","1","SEO26FF"
"Q1073594","407379","2017-08-03","QVC01","86","0.0","8.0","1","SEO26FF"
"Q1073594","407379","2017-07-25","QVC01","86","8.0","0.0","1","SEO26FF"
"Q1073859","407571","2020-05-27","QVC70","86","1.0","1.0","2","SEO26FF"
"Q1073859","407571","2019-07-22","QVC70","86","1.0","1.0","2","SEO26FF"
"Q1073866","407578","2019-05-15","QVC01","86","2.0","2.0","2","SEO26FF"
"Q1073866","407578","2024-08-19","QFC01","86","2.0","0.0","1","SEO26FF"
"Q1073870","407582","2018-10-10","QVC01","86","0.0","0.0","1","SEO26FF"
"Q1073870","407582","2024-08-06","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1121309","408398","2016-08-10","QLC23","85","0.0","2.0","1","SEO26FF"
"Q2011794","415168","2019-12-29","QBD21","85","35.0","35.0","2","SEO26FF"
"Q2011794","415168","2019-08-26","QBK02","86","0.0","100.0","1","SEO26FF"
"Q2011794","415168","2020-02-24","QBL01","86","10.0","0.0","1","SEO26FF"
"Q2011794","415168","2019-01-31","QBL01","86","10.0","10.0","2","SEO26FF"
"Q2011794","415168","2019-10-29","QBL01","86","0.0","6.0","1","SEO26FF"
"Q2011794","415168","2015-05-19","QSC31","85","10.0","0.0","1","SEO26FF"
"Q1076630","419840","2024-10-10","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1076630","419840","2016-09-09","QHD23","86","1.0","0.0","1","SEO26FF"
"Q1076630","419840","2016-09-14","QHD23","86","0.0","1.0","1","SEO26FF"
"Q1076630","419840","2020-07-15","QHD23","86","0.0","2.0","1","SEO26FF"
"Q1076630","419840","2021-03-05","QHD60","86","0.0","1.0","1","SEO26FF"
"Q1076630","419840","2019-05-03","QVC01","86","1.0","1.0","2","SEO26FF"
"Q1077285","420243","2020-09-21","QHA23","86","0.0","5.0","1","SEO26FF"
"Q1077285","420243","2020-08-28","QVC03","86","0.0","10.0","1","SEO26FF"
"Q1077285","420243","2016-08-26","QVC03","86","5.0","0.0","1","SEO26FF"
"Q1077285","420243","2018-10-23","QVC03","86","0.0","30.0","1","SEO26FF"
"Q1077340","420286","2019-09-27","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1077367","420309","2016-05-31","QHA23","86","0.0","1.0","1","SEO26FF"
"Q1077367","420309","2018-04-18","QVC01","86","0.0","0.0","1","SEO26FF"
"Q1077400","420335","2024-07-02","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1077486","420404","2017-05-23","QVC03","86","0.0","4.0","1","SEO26FF"
"Q1077486","420404","2017-06-20","QHA23","86","0.0","1.0","1","SEO26FF"
"Q1077486","420404","2019-04-05","QHA23","86","0.0","2.0","1","SEO26FF"
"Q1077486","420404","2019-10-21","QHB24","86","2.0","2.0","2","SEO26FF"
"Q1077486","420404","2015-04-09","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1077486","420404","2019-10-30","QHB24","86","0.0","2.0","1","SEO26FF"
"Q1077486","420404","2020-09-16","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1077486","420404","2021-08-10","QHD23","86","0.0","4.0","1","SEO26FF"
"Q1077487","420405","2020-09-16","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1077487","420405","2019-01-08","QHA23","86","2.0","2.0","2","SEO26FF"
"Q1077646","420523","2024-09-20","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1077670","420544","2018-03-16","QHA23","86","8.0","0.0","1","SEO26FF"
"Q1077670","420544","2019-07-29","QVC03","86","0.0","2.0","1","SEO26FF"
"Q1077670","420544","2019-04-30","QHB24","86","4.0","4.0","2","SEO26FF"
"Q1077670","420544","2016-03-15","QHB24","86","0.0","8.0","1","SEO26FF"
"Q1077670","420544","2017-08-03","QVC03","86","0.0","4.0","1","SEO26FF"
"Q1077670","420544","2022-07-04","QHD60","86","4.0","0.0","1","SEO26FF"
"Q1077670","420544","2016-09-20","QVC03","86","8.0","0.0","1","SEO26FF"
"Q1077670","420544","2015-02-06","QVC03","86","0.0","2.0","1","SEO26FF"
"Q1077670","420544","2022-01-28","QVC03","86","6.0","0.0","1","SEO26FF"
"Q1077676","420550","2019-02-21","QHA23","86","0.0","30.0","1","SEO26FF"
"Q1077676","420550","2017-06-15","QHA23","86","0.0","72.0","1","SEO26FF"
"Q1077676","420550","2019-02-13","QHA23","86","30.0","0.0","1","SEO26FF"
"Q1077676","420550","2015-02-06","QHB24","86","8.0","0.0","1","SEO26FF"
"Q1077676","420550","2019-01-09","QHD23","86","0.0","0.0","1","SEO26FF"
"Q1077676","420550","2017-02-03","QHD23","86","12.0","0.0","1","SEO26FF"
"Q1077676","420550","2024-01-17","QHD23","86","12.0","12.0","2","SEO26FF"
"Q1077676","420550","2015-06-19","QHD23","86","10.0","0.0","1","SEO26FF"
"Q1077676","420550","2019-01-06","QHD23","86","0.0","12.0","1","SEO26FF"
"Q1077724","420593","2015-04-09","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1077724","420593","2021-07-15","QHD23","86","4.0","0.0","1","SEO26FF"
"Q1077724","420593","2016-05-12","QHD23","86","2.0","0.0","1","SEO26FF"
"Q1077724","420593","2016-05-12","QVC03","86","0.0","2.0","1","SEO26FF"
"Q1077747","420613","2016-04-22","QVC03","86","2.0","0.0","1","SEO26FF"
"Q1077747","420613","2015-10-02","QHA23","86","0.0","0.0","1","SEO26FF"
"Q1077747","420613","2016-06-07","QHD23","86","1.0","0.0","1","SEO26FF"
"Q1077747","420613","2016-06-07","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1077747","420613","2017-07-20","QHD23","86","0.0","1.0","1","SEO26FF"
"Q1077747","420613","2020-04-09","QVC01","86","0.0","0.0","1","SEO26FF"
"Q1077747","420613","2023-02-24","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1077761","420623","2016-03-18","QHB24","86","0.0","7.0","1","SEO26FF"
"Q1077761","420623","2016-04-07","QVC03","86","0.0","0.0","1","SEO26FF"
"Q1077761","420623","2026-05-12","QFC01","86","7.0","0.0","1","SEO26FF"
"Q1077761","420623","2015-04-06","QVC03","86","0.0","11.0","1","SEO26FF"
"Q1077761","420623","2019-08-16","QHD23","86","8.0","0.0","1","SEO26FF"
"Q1077761","420623","2016-11-30","QHD23","86","6.0","0.0","1","SEO26FF"
"Q1077761","420623","2016-11-30","QVC03","86","0.0","6.0","1","SEO26FF"
"Q1077763","420625","2018-05-25","QHD23","86","0.0","6.0","1","SEO26FF"
"Q1077763","420625","2016-02-26","QVC03","86","0.0","3.0","1","SEO26FF"
"Q1077763","420625","2018-10-10","QVC03","86","0.0","0.0","1","SEO26FF"
"Q1077776","420635","2018-10-15","QHA23","86","0.0","8.0","1","SEO26FF"
"Q1077776","420635","2017-01-04","QVC03","86","0.0","2.0","1","SEO26FF"
"Q1077776","420635","2017-05-18","QHD23","86","2.0","0.0","1","SEO26FF"
"Q1077776","420635","2016-12-22","QVC03","86","2.0","0.0","1","SEO26FF"
"Q1077776","420635","2017-01-05","QVC03","86","0.0","0.0","1","SEO26FF"
"Q1077777","420636","2018-08-21","QHA23","86","7.0","0.0","1","SEO26FF"
"Q1077777","420636","2017-02-02","QHD23","86","0.0","4.0","1","SEO26FF"
"Q1077777","420636","2017-05-18","QHD23","86","5.0","0.0","1","SEO26FF"
"Q1077777","420636","2019-08-08","QVC03","86","0.0","3.0","1","SEO26FF"
"Q1077777","420636","2018-07-04","QVC70","86","0.0","6.0","1","SEO26FF"
"Q1077777","420636","2026-04-08","QFC01","86","8.0","0.0","1","SEO26FF"
"Q1077777","420636","2018-08-27","QHA23","86","0.0","7.0","1","SEO26FF"
"Q1077777","420636","2015-10-02","QHB24","86","0.0","0.0","1","SEO26FF"
"Q1077777","420636","2025-08-08","QHA23","86","2.0","2.0","2","SEO26FF"
"Q1077777","420636","2016-10-06","QHB24","86","0.0","0.0","1","SEO26FF"
"Q1077777","420636","2017-01-04","QHD23","86","4.0","0.0","1","SEO26FF"
"Q1077777","420636","2020-04-27","QHD23","86","0.0","6.0","1","SEO26FF"
"Q1077777","420636","2023-05-03","QVC03","86","0.0","2.0","1","SEO26FF"
"Q1077786","420645","2018-11-12","QHB24","86","0.0","5.0","1","SEO26FF"
"Q1077786","420645","2016-06-30","QHA23","86","0.0","5.0","1","SEO26FF"
"Q1077786","420645","2019-01-11","QHD23","86","4.0","4.0","2","SEO26FF"
"Q1077786","420645","2017-04-07","QVC03","86","0.0","0.0","1","SEO26FF"
"Q1077922","420749","2020-05-27","QHB25","86","1.0","1.0","2","SEO26FF"
"Q1077922","420749","2016-12-02","QHB25","86","0.0","1.0","1","SEO26FF"
"Q1077925","420752","2017-04-07","QHB25","86","0.0","0.0","1","SEO26FF"
"Q1078004","420808","2019-05-15","QVC01","86","1.0","1.0","2","SEO26FF"
"Q1078004","420808","2018-10-12","QHB25","86","1.0","0.0","1","SEO26FF"
"Q1078004","420808","2018-09-14","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1034310","432769","2018-07-13","QVC70","86","2.0","0.0","1","SEO26FF"
"Q1034310","432769","2024-06-27","QEN21","85","9.0","0.0","1","SEO26FF"
"Q1034310","432769","2022-09-28","QH021","85","0.0","2.0","1","SEO26FF"
"Q1034310","432769","2019-01-24","QHB25","86","6.0","6.0","4","SEO26FF"
"Q1034310","432769","2022-06-08","QHB25","86","0.0","1.0","1","SEO26FF"
"Q1034310","432769","2017-07-11","QHB27","86","0.0","0.0","1","SEO26FF"
"Q1034310","432769","2023-07-05","QLB24","85","0.0","1.0","1","SEO26FF"
"Q1034310","432769","2026-02-09","QMC21","86","2.0","2.0","2","SEO26FF"
"Q1034310","432769","2022-02-08","QVC70","86","1.0","1.0","2","SEO26FF"
"Q1034310","432769","2019-01-20","QMD23","86","1.0","1.0","2","SEO26FF"
"Q1034310","432769","2017-04-07","QMH32","86","0.0","0.0","1","SEO26FF"
"Q1034310","432769","2016-07-13","QSM21","85","3.0","0.0","1","SEO26FF"
"Q1034310","432769","2022-02-21","QVA01","32150","0.0","2.0","1","SEO26FF"
"Q1034310","432769","2017-06-30","QVA01","32150","4.0","0.0","1","SEO26FF"
"Q1034310","432769","2016-07-20","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1034310","432769","2019-01-09","QVC70","86","2.0","2.0","2","SEO26FF"
"Q1034310","432769","2023-11-07","QVC70","86","4.0","4.0","4","SEO26FF"
"Q1034310","432769","2019-05-16","QVC70","86","1.0","1.0","2","SEO26FF"
"Q1034310","432769","2015-01-08","QVC70","86","0.0","1.0","1","SEO26FF"
"Q1072889","433535","2024-08-14","QFC01","86","6.0","0.0","2","SEO26FF"
"Q1072889","433535","2024-08-14","QVC01","86","0.0","6.0","2","SEO26FF"
"Q1072889","433535","2019-01-21","QVC01","86","6.0","6.0","4","SEO26FF"
"Q1072889","433535","2015-07-02","QVC01","86","0.0","0.0","1","SEO26FF"
"Q2024605","442773","2016-12-15","QHB25","86","0.0","1.0","1","SEO26FF"
"Q1007239","444938","2024-08-23","QVC01","86","0.0","5.0","1","SEO26FF"
"Q1021932","445437","2021-06-18","QEB22","86","1.0","0.0","1","SEO26FF"
"Q1021932","445437","2021-03-29","QLB24","85","0.0","10.0","1","SEO26FF"
"Q1021932","445437","2015-12-24","QLC21","85","0.0","16.0","1","SEO26FF"
"Q1021932","445437","2021-01-18","QLC21","85","16.0","0.0","1","SEO26FF"
"Q1021932","445437","2023-08-26","QLX61","316","0.0","70.0","1","SEO26FF"
"Q1021932","445437","2022-09-30","QMA01","34818","0.0","8.0","1","SEO26FF"
"Q1021932","445437","2025-11-06","QMA01","34818","0.0","2.0","1","SEO26FF"
"Q1021932","445437","2018-11-21","QVK01","85","0.0","2.0","1","SEO26FF"
"Q1021932","445437","2019-02-26","QMA23","85","0.0","2.0","1","SEO26FF"
"Q1021932","445437","2019-02-26","QSC31","85","4.0","2.0","3","SEO26FF"
"Q1021932","445437","2020-12-28","QMA24","29491","0.0","20.0","1","SEO26FF"
"Q1021932","445437","2026-04-22","QMA24","29491","20.0","0.0","1","SEO26FF"
"Q1021932","445437","2019-11-14","QSA23","85","10.0","10.0","2","SEO26FF"
"Q1021932","445437","2019-04-10","QSC31","85","0.0","0.0","1","SEO26FF"
"Q1021932","445437","2017-11-30","QSD32","85","0.0","2.0","1","SEO26FF"
"Q1021932","445437","2016-11-28","QSD32","85","0.0","1.0","1","SEO26FF"
"Q1021932","445437","2017-07-26","QVK01","85","0.0","1.0","1","SEO26FF"
"Q1021932","445437","2020-06-11","QV035","85","2.0","0.0","1","SEO26FF"
"Q1021932","445437","2018-07-11","QVK01","85","2.0","0.0","1","SEO26FF"
"Q1072930","446080","2017-07-14","QHA23","86","2.0","0.0","1","SEO26FF"
"Q1072930","446080","2016-02-25","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1080496","446218","2017-07-14","QHD23","86","4.0","0.0","1","SEO26FF"
"Q2026952","451451","2022-09-02","QVC03","86","1.0","0.0","1","SEO26FF"
"Q2026952","451451","2023-11-07","QVC70","86","1.0","1.0","2","SEO26FF"
"Q2026952","451451","2024-09-05","QVC03","86","0.0","2.0","1","SEO26FF"
"Q2026952","451451","2024-09-24","QFC01","86","1.0","1.0","2","SEO26FF"
"Q2026952","451451","2025-04-22","QFC01","86","0.0","1.0","1","SEO26FF"
"Q2026952","451451","2026-03-03","QFC01","86","0.0","1.0","1","SEO26FF"
"Q2026952","451451","2018-12-26","QHA23","86","1.0","0.0","1","SEO26FF"
"Q2026952","451451","2015-04-16","QHA23","86","1.0","2.0","3","SEO26FF"
"Q2026952","451451","2015-04-13","QHA23","86","1.0","0.0","1","SEO26FF"
"Q2026952","451451","2018-09-07","QVC03","86","0.0","1.0","1","SEO26FF"
"Q2026952","451451","2016-04-20","QHB24","86","1.0","0.0","1","SEO26FF"
"Q2026952","451451","2018-08-02","QHB24","86","0.0","1.0","1","SEO26FF"
"Q2026952","451451","2017-02-06","QHB24","86","1.0","0.0","1","SEO26FF"
"Q2026952","451451","2015-10-02","QVC03","86","0.0","0.0","1","SEO26FF"
"Q2026952","451451","2016-07-18","QVC03","86","2.0","2.0","2","SEO26FF"
"Q2026952","451451","2017-09-27","QVC03","86","1.0","1.0","2","SEO26FF"
"Q2026952","451451","2024-08-12","QVC03","86","0.0","1.0","1","SEO26FF"
"Q2032488","454372","2024-08-14","QFC01","86","4.0","0.0","1","SEO26FF"
"Q2032488","454372","2020-09-03","QHB24","86","2.0","0.0","1","SEO26FF"
"Q2032488","454372","2018-12-26","QVC03","86","2.0","0.0","1","SEO26FF"
"Q1000108","228275","2020-03-31","QEG21","85","0.0","4.0","1","SEO26FF"
"Q1000108","228275","2019-08-29","QHB25","86","0.0","1.0","1","SEO26FF"
"Q1000108","228275","2020-05-22","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1042338","229042","2025-01-22","QVC70","86","0.0","2.0","1","SEO26FF"
"Q1042383","229083","2016-06-21","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1042383","229083","2017-07-26","QHB24","86","0.0","1.0","1","SEO26FF"
"Q1042383","229083","2021-12-14","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1052919","232474","2021-08-25","QHB24","86","0.0","2.0","1","SEO26FF"
"Q1052919","232474","2021-06-18","QHB24","86","0.0","2.0","1","SEO26FF"
"Q1052919","232474","2016-05-27","QHD23","86","8.0","0.0","1","SEO26FF"
"Q1052919","232474","2016-06-08","QHD23","86","0.0","8.0","1","SEO26FF"
"Q1052919","232474","2019-10-01","QVC01","86","6.0","0.0","1","SEO26FF"
"Q1052919","232474","2019-10-10","QVC01","86","0.0","0.0","1","SEO26FF"
"Q1052933","232481","2020-11-02","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1052933","232481","2021-06-10","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1052933","232481","2020-11-18","QHB24","86","0.0","2.0","1","SEO26FF"
"Q1052933","232481","2019-05-09","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053112","232619","2015-05-04","QHB24","86","0.0","2.0","1","SEO26FF"
"Q1053112","232619","2015-04-10","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053113","232620","2015-01-09","QVC03","86","2.0","2.0","2","SEO26FF"
"Q1053133","232636","2015-03-12","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053133","232636","2017-09-13","QHB25","86","2.0","0.0","1","SEO26FF"
"Q1053133","232636","2022-07-28","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053133","232636","2019-05-15","QVC01","86","2.0","2.0","2","SEO26FF"
"Q1053210","232701","2025-12-16","QFC01","86","0.0","1.0","1","SEO26FF"
"Q1078241","234656","2019-01-21","QVC01","86","1.0","1.0","2","SEO26FF"
"Q1078248","234662","2023-04-11","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1078249","234663","2023-04-11","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1078249","234663","2020-01-30","QHB24","86","1.0","0.0","1","SEO26FF"
"Q1078249","234663","2016-07-21","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053247","236049","2026-01-28","QFC01","86","4.0","0.0","1","SEO26FF"
"Q1053247","236049","2020-09-09","QHB24","86","0.0","2.0","1","SEO26FF"
"Q1053247","236049","2016-11-11","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053248","236050","2019-02-20","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053248","236050","2020-02-04","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053317","236097","2015-09-22","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053317","236097","2024-08-23","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053317","236097","2017-09-12","QHA23","86","0.0","2.0","1","SEO26FF"
"Q1053317","236097","2018-02-23","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053318","236098","2024-07-29","QFC01","86","2.0","0.0","1","SEO26FF"
"Q1053392","236152","2017-07-26","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053392","236152","2019-01-21","QVC01","86","2.0","2.0","2","SEO26FF"
"Q1053400","236157","2018-08-28","QHD23","86","1.0","0.0","1","SEO26FF"
"Q1053400","236157","2017-03-14","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053400","236157","2016-09-30","QVC01","86","1.0","0.0","1","SEO26FF"
"Q1053401","236158","2017-09-03","QHD23","86","1.0","0.0","1","SEO26FF"
"Q1053401","236158","2022-10-19","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053401","236158","2023-09-22","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053468","236214","2024-08-14","QVC01","86","0.0","1.0","1","SEO26FF"
"Q1053468","236214","2015-07-10","QHB24","86","2.0","0.0","1","SEO26FF"
"Q1053468","236214","2023-11-07","QVC70","86","1.0","1.0","2","SEO26FF"
"Q1053468","236214","2018-11-27","QVC70","86","0.0","2.0","1","SEO26FF"
"Q1053581","236307","2018-10-16","QHB25","86","1.0","0.0","1","SEO26FF"
"Q1053581","236307","2017-10-16","QVC03","86","0.0","0.0","1","SEO26FF"
"Q1053588","236309","2022-02-25","QVC01","86","2.0","0.0","1","SEO26FF"
"Q1053588","236309","2023-09-22","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1053588","236309","2025-06-26","QFC01","86","2.0","0.0","1","SEO26FF"
"Q1053588","236309","2018-09-17","QHB24","86","4.0","0.0","1","SEO26FF"
"Q1053588","236309","2021-08-12","QHB24","86","0.0","3.0","1","SEO26FF"
"Q1053590","236310","2016-02-26","QHA23","86","2.0","0.0","1","SEO26FF"
"Q1053590","236310","2019-05-03","QVC01","86","2.0","2.0","2","SEO26FF"
"Q1053590","236310","2019-05-04","QVC01","86","2.0","2.0","2","SEO26FF"
"Q1053590","236310","2026-08-07","QFC01","86","0.0","2.0","1","SEO26FF"
"Q1053590","236310","2021-09-28","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1117822","247179","2024-01-16","QVC70","85","2.0","2.0","2","SEO26FF"
"Q1119268","253593","2026-08-19","QHB24","86","60.0","0.0","1","SEO26FF"
"Q1119268","253593","2026-08-24","QBB21","85","2.0","0.0","1","SEO26FF"
"Q1119452","253766","2017-10-12","QEB21","85","15.0","0.0","1","SEO26FF"
"Q1119526","253833","2019-01-08","QVC03","86","3.0","3.0","4","SEO26FF"
"Q1119526","253833","2019-03-19","QHA23","86","3.0","0.0","1","SEO26FF"
"Q1119526","253833","2020-05-25","QHA23","86","0.0","2.0","1","SEO26FF"
"Q1119526","253833","2015-01-21","QVC03","86","0.0","1.0","1","SEO26FF"
"Q1119526","253833","2024-05-07","QHX22","316","0.0","5.0","1","SEO26FF"
"Q1119526","253833","2024-05-07","QHX26","316","10.0","5.0","3","SEO26FF"
"Q1119526","253833","2026-09-02","QLX22","316","2.0","0.0","1","SEO26FF"
"Q1119526","253833","2019-10-16","QMA21","30372","0.0","2.0","1","SEO26FF"
"Q1119526","253833","2021-02-18","QMA21","32150","2.0","0.0","1","SEO26FF"
"Q1119526","253833","2021-03-29","QMA21","32150","0.0","2.0","1","SEO26FF"
"Q1119526","253833","2018-11-13","QVC01","86","4.0","5.0","4","SEO26FF"
"Q1119649","253951","2026-06-23","QBA21","86","66.0","0.0","1","SEO26FF"
"Q1119649","253951","2020-10-18","QHB24","86","0.0","1.0","1","SEO26FF"
"Q1119649","253951","2025-09-10","QHB24","86","8.0","8.0","2","SEO26FF"
"Q1119649","253951","2020-05-07","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1119649","253951","2019-05-30","QLB23","85","4.0","0.0","1","SEO26FF"
"Q1119649","253951","2019-06-24","QLB23","85","0.0","4.0","1","SEO26FF"
"Q1119649","253951","2016-09-30","QMA01","29491","6.0","0.0","1","SEO26FF"
"Q1119649","253951","2019-10-07","QVC01","86","0.0","2.0","1","SEO26FF"
"Q1119795","254068","2016-05-10","QV035","85","9.0","0.0","1","SEO26FF"
"Q1120753","254921","2024-03-05","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2019-07-03","QHH22","86","0.0","5.0","1","SEO26FF"
"Q1120753","254921","2019-12-04","QVC02","85","2.0","0.0","1","SEO26FF"
"Q1120753","254921","2018-04-09","QVC02","85","0.0","1.0","1","SEO26FF"
"Q1120753","254921","2022-07-15","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2019-09-10","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2023-11-20","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2017-11-29","QVC82","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2018-01-08","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-12-19","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2024-06-19","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-04-06","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2017-03-16","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2015-04-21","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2015-06-02","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2019-05-29","QVC82","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2023-07-12","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2022-06-30","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2016-09-19","QVC82","85","3.0","3.0","2","SEO26FF"
"Q1120753","254921","2017-06-30","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2022-10-20","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2024-01-30","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2015-08-19","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2021-12-15","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2017-02-06","QVC82","85","4.0","4.0","4","SEO26FF"
"Q1120753","254921","2021-06-14","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-09-21","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2020-09-09","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2015-09-03","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2016-10-06","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2015-09-24","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2017-06-14","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-06-27","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-06-22","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2019-08-26","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-10-16","QVC82","85","3.0","3.0","4","SEO26FF"
"Q1120753","254921","2018-04-10","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2016-01-08","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2021-08-09","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2019-09-25","QVC82","85","3.0","3.0","4","SEO26FF"
"Q1120753","254921","2019-06-10","QVC82","85","2.0","2.0","4","SEO26FF"
"Q1120753","254921","2017-11-01","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-12-05","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2021-10-25","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2015-03-09","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2018-08-16","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2017-08-02","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2020-02-24","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2019-12-27","QVC82","85","4.0","4.0","2","SEO26FF"
"Q1120753","254921","2015-11-19","QVC82","85","2.0","2.0","2","SEO26FF"
"Q1120753","254921","2021-05-27","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2022-03-24","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2023-07-24","QVC82","85","1.0","1.0","2","SEO26FF"
"Q1120753","254921","2016-09-21","QVC82","85","1.0","1.0","2","SEO26FF"
