"Signal","Status","Item","Type","Equipment","Kind","StopDate","OrderByDate","D_days","ExpectedNeed","CurrentStock","OrderNeed","OrderAmount","DeptCode"
"gray","재고충분","Q1030043","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-05-06","-120","1","1","0","0","SEO26FF"
"gray","재고충분","Q1030044","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-05-04","-122","1","1","0","0","SEO26FF"
"gray","재고불요","Q1030453","계획품","","상시","","","","0","6","0","0","SEO26FF"
"gray","재고불요","Q1293261","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q1297201","보험품","","상시","","","","2","22","0","0","SEO26FF"
"gray","재고불요","Q1297240","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1308654","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1012773","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1018930","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1019385","계획품","FM Crop Shear","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q1023561","보험품","","상시","","","","7","14","0","0","SEO26FF"
"gray","충분","Q1024150","보험품","","상시","","","","6","9","0","0","SEO26FF"
"gray","충분","Q1024335","보험품","","상시","","","","6","32","0","0","SEO26FF"
"gray","재고불요","Q1031104","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1031361","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1035525","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q1036694","보험품","","상시","","","","0","3","0","0","SEO26FF"
"gray","충분","Q1036702","보험품","","상시","","","","2","3","0","0","SEO26FF"
"gray","재고불요","Q1036822","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1036844","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q1036971","계획품","","상시","","","","0","12","0","0","SEO26FF"
"gray","재고불요","Q1041363","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q1041364","보험품","","상시","","","","2","5","0","0","SEO26FF"
"gray","충분","Q1041372","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","재고충분","Q1080083","계획품","FM Screw Down","대수리","2026-09-04","2026-05-17","-109","1","1","0","0","SEO26FF"
"gray","재고충분","Q1080084","계획품","FM Screw Down","대수리","2026-09-04","2026-05-17","-109","1","1","0","0","SEO26FF"
"gray","재고불요","Q1080117","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1010099","계획품","","상시","","","","0","9","0","0","SEO26FF"
"gray","재고불요","Q1010193","계획품","","상시","","","","0","15","0","0","SEO26FF"
"gray","충분","Q1010224","보험품","","상시","","","","3","7","0","0","SEO26FF"
"gray","재고불요","Q1015021","계획품","","상시","","","","0","54","0","0","SEO26FF"
"gray","재고불요","Q1019689","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1019695","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1020094","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1020996","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q1024603","보험품","","상시","","","","11","14","0","0","SEO26FF"
"gray","충분","Q1029602","보험품","FM Spindle 감속기","상시","","","","2","4","0","0","SEO26FF"
"gray","재고충분","Q1029614","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-05-15","-111","1","1","0","0","SEO26FF"
"gray","재고불요","Q1029653","계획품","FM Crop Shear","상시","","","","0","3","0","0","SEO26FF"
"gray","충분","Q1029662","보험품","","상시","","","","2","5","0","0","SEO26FF"
"gray","재고불요","Q1029893","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q1033612","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q1033796","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1033995","계획품","","상시","","","","0","5","0","0","SEO26FF"
"gray","재고불요","Q1034231","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고충분","Q1034397","계획품","FM Main Motor","대수리","2026-09-04","2026-04-17","-139","2","6","0","0","SEO26FF"
"gray","재고불요","Q1039075","계획품","","상시","","","","0","9","0","0","SEO26FF"
"gray","재고불요","Q1039945","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1039948","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","충분","Q1039950","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","재고불요","Q1039951","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1040053","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1040060","계획품","","상시","","","","0","7","0","0","SEO26FF"
"gray","재고불요","Q1040065","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1040129","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1080541","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1080794","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q1080969","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1080970","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1113604","계획품","","상시","","","","0","24","0","0","SEO26FF"
"gray","충분","Q2008527","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q2013987","계획품","FM Crop Shear","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2015221","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","충분","Q2018730","보험품","","상시","","","","1","11","0","0","SEO26FF"
"gray","재고불요","Q2019637","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1072616","계획품","","상시","","","","0","8","0","0","SEO26FF"
"gray","재고불요","Q1072668","보험품","","상시","","","","0","20","0","0","SEO26FF"
"gray","재고불요","Q1072924","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1072926","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q1072928","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q1072961","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","충분","Q1072973","보험품","","상시","","","","9","14","0","0","SEO26FF"
"gray","재고충분","Q1072995","계획품","FM Roll Alignment","대수리","2026-09-04","2026-05-17","-109","1","1","0","0","SEO26FF"
"gray","재고불요","Q1073040","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073183","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073184","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073210","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073215","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073310","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073449","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1073553","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q1073594","계획품","","상시","","","","0","8","0","0","SEO26FF"
"gray","재고불요","Q1073865","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1073866","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1073870","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1121309","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1122097","보험품","","상시","","","","0","100","0","0","SEO26FF"
"gray","재고불요","Q2011794","계획품","","상시","","","","0","6","0","0","SEO26FF"
"gray","재고불요","Q1076627","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1076630","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q1077340","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1077367","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고충분","Q1077400","계획품","FM Roll Alignment","대수리","2026-09-04","2026-05-10","-116","1","2","0","0","SEO26FF"
"gray","재고불요","Q1077486","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q1077487","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고충분","Q1077622","계획품","FM Roll Alignment","대수리","2026-09-04","2026-03-29","-158","1","1","0","0","SEO26FF"
"gray","재고불요","Q1077646","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1077676","계획품","","상시","","","","0","40","0","0","SEO26FF"
"gray","충분","Q1077684","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q1077685","보험품","","상시","","","","1","3","0","0","SEO26FF"
"gray","재고불요","Q1077724","계획품","","상시","","","","0","6","0","0","SEO26FF"
"gray","재고불요","Q1077747","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1077761","계획품","","상시","","","","0","7","0","0","SEO26FF"
"gray","재고불요","Q1077763","계획품","","상시","","","","0","7","0","0","SEO26FF"
"gray","재고불요","Q1077776","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q1077777","계획품","","상시","","","","0","12","0","0","SEO26FF"
"gray","재고불요","Q1077786","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1077922","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1077925","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","충분","Q1078005","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q1072889","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2028329","계획품","FM Crop Shear","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q1007239","보험품","FM Main Motor","상시","","","","0","5","0","0","SEO26FF"
"gray","재고불요","Q1072930","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q1073256","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","재고충분","Q1080496","계획품","FM Roll Alignment","대수리","2026-09-04","2026-02-15","-200","2","2","0","0","SEO26FF"
"gray","충분","Q2026952","보험품","","상시","","","","3","4","0","0","SEO26FF"
"gray","충분","Q2032488","보험품","","상시","","","","2","3","0","0","SEO26FF"
"gray","충분","Q2032490","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q2032491","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","재고불요","Q2038307","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q2039356","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2040220","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q2052411","보험품","FM Main Motor","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q2055671","보험품","FM Main Motor","상시","","","","6","8","0","0","SEO26FF"
"gray","재고불요","Q2055698","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q2059079","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2059080","보험품","","상시","","","","5","10","0","0","SEO26FF"
"gray","충분","Q2059081","보험품","","상시","","","","2","10","0","0","SEO26FF"
"gray","충분","Q2059083","보험품","","상시","","","","8","10","0","0","SEO26FF"
"gray","충분","Q2060460","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q2060462","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2064662","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2065292","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2068400","계획품","FM Crop Shear","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2070790","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2070791","계획품","","상시","","","","1","3","0","0","SEO26FF"
"gray","재고불요","Q2070796","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2070800","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고충분","Q2070801","계획품","FM Roll Alignment","대수리","2026-09-04","2026-05-23","-103","2","4","0","0","SEO26FF"
"gray","재고불요","Q2074351","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2076458","보험품","","상시","","","","5","6","0","0","SEO26FF"
"gray","재고불요","Q2076463","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2079650","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q2079652","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q2079654","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q2079803","보험품","FM Main Motor","상시","","","","4","8","0","0","SEO26FF"
"gray","재고불요","Q2082726","보험품","","상시","","","","0","10","0","0","SEO26FF"
"gray","충분","Q2082954","보험품","","상시","","","","4","10","0","0","SEO26FF"
"gray","재고불요","Q2086017","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2086434","보험품","FM Main Motor","상시","","","","1","2","0","0","SEO26FF"
"gray","충분","Q2086435","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q2086682","보험품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q2095005","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2095006","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q2095020","보험품","FM Edge Heater","상시","","","","4","10","0","0","SEO26FF"
"gray","재고불요","Q2095032","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2097306","보험품","FM Main Motor","상시","","","","4","12","0","0","SEO26FF"
"gray","재고불요","Q2097711","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2097972","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2098351","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2098353","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2098900","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2100582","계획품","FM Hot Leveller","상시","","","","0","8","0","0","SEO26FF"
"gray","충분","Q2101008","보험품","FM Screw Down","상시","","","","2","8","0","0","SEO26FF"
"gray","충분","Q2101010","보험품","FM Screw Down","상시","","","","2","8","0","0","SEO26FF"
"gray","재고불요","Q2101882","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2102570","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2104247","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고충분","Q2116016","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-05-03","-123","6","8","0","0","SEO26FF"
"gray","재고불요","Q2116265","계획품","","상시","","","","0","5","0","0","SEO26FF"
"gray","충분","Q2117078","보험품","","상시","","","","4","8","0","0","SEO26FF"
"gray","재고불요","Q2119613","보험품","","상시","","","","0","4","0","0","SEO26FF"
"gray","충분","Q2120491","보험품","FM Spindle 감속기","상시","","","","4","6","0","0","SEO26FF"
"gray","재고충분","Q2122540","계획품","FM Main Motor","대수리","2026-09-04","2026-03-13","-174","1","1","0","0","SEO26FF"
"gray","재고불요","Q2125396","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2125412","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2125413","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2125462","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2125464","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2126080","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2126459","보험품","","상시","","","","0","40","0","0","SEO26FF"
"gray","재고불요","Q2133117","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q2135729","보험품","","상시","","","","9","11","0","0","SEO26FF"
"gray","재고불요","Q2137371","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2137920","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q2137922","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고충분","Q2142284","계획품","FM Main Motor","대수리","2026-09-04","2026-04-08","-148","2","10","0","0","SEO26FF"
"gray","재고충분","Q2142898","계획품","FM Pinion Stand","대수리","2026-09-04","2026-05-17","-109","3","4","0","0","SEO26FF"
"gray","충분","Q2143052","보험품","","상시","","","","4","6","0","0","SEO26FF"
"gray","재고불요","Q2144319","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q2146787","계획품","QOC Servo","대수리","2026-09-04","2025-12-03","-274","1","1","0","0","SEO26FF"
"gray","재고불요","Q2147980","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고충분","Q2154362","계획품","FM Main Motor","대수리","2026-09-04","2026-01-10","-236","2","2","0","0","SEO26FF"
"gray","재고불요","Q2162230","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고충분","Q2162413","계획품","FM Screw Down","대수리","2026-09-04","2026-05-17","-109","2","2","0","0","SEO26FF"
"gray","재고충분","Q2163394","계획품","FM Main Motor","대수리","2026-09-04","2026-05-19","-107","1","2","0","0","SEO26FF"
"gray","재고불요","Q2166135","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2166833","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q2168061","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2168437","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2169758","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2173282","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2177492","계획품","FM Hot Leveller","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2177493","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2184244","계획품","FM Crop Shear","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2184478","계획품","FM Crop Shear","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2184712","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q2187474","보험품","FM Main Motor","상시","","","","5","7","0","0","SEO26FF"
"gray","재고불요","Q2190703","계획품","FM Hot Leveller","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2191618","계획품","","상시","","","","0","30","0","0","SEO26FF"
"gray","재고불요","Q2191857","보험품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q2194210","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q2194211","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q2195767","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q2200464","보험품","","상시","","","","2","8","0","0","SEO26FF"
"gray","충분","Q2200465","보험품","","상시","","","","2","8","0","0","SEO26FF"
"gray","충분","Q2208062","보험품","","상시","","","","4","10","0","0","SEO26FF"
"gray","재고충분","Q2210205","계획품","Stand Main TR","대수리","2026-09-04","2026-01-21","-225","2","4","0","0","SEO26FF"
"gray","재고불요","Q2217711","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q2223743","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q2228203","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고충분","Q2233578","계획품","Stand Main TR","대수리","2026-09-04","2026-01-21","-225","1","2","0","0","SEO26FF"
"gray","재고불요","Q2234798","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4005375","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4008483","계획품","","상시","","","","0","8","0","0","SEO26FF"
"gray","재고불요","Q4008484","계획품","","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q4008971","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4011271","계획품","","상시","","","","0","5","0","0","SEO26FF"
"gray","재고불요","Q4014292","계획품","","상시","","","","0","8","0","0","SEO26FF"
"gray","재고불요","Q4015950","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4015951","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4015952","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4015953","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4017406","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4030002","계획품","","상시","","","","0","4","0","0","SEO26FF"
"gray","재고불요","Q4033165","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4037546","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4045098","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4045501","계획품","","상시","","","","0","16","0","0","SEO26FF"
"gray","재고불요","Q4045748","계획품","","상시","","","","0","5","0","0","SEO26FF"
"gray","충분","Q4051167","보험품","FM Hot Leveller","상시","","","","3","4","0","0","SEO26FF"
"gray","재고불요","Q4057578","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","충분","Q3200485","보험품","","상시","","","","8","142","0","0","SEO26FF"
"gray","재고불요","Q4079757","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4080226","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q4084463","보험품","","상시","","","","3","4","0","0","SEO26FF"
"gray","재고불요","Q4104776","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4034340","계획품","","상시","","","","0","71","0","0","SEO26FF"
"gray","충분","Q4140770","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","충분","Q4156386","보험품","","상시","","","","4","19","0","0","SEO26FF"
"gray","재고불요","Q4168315","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4168388","계획품","FM Main Motor","대수리","2026-09-04","2026-06-07","-88","9","9","0","0","SEO26FF"
"gray","충분","Q4189150","보험품","","상시","","","","3","4","0","0","SEO26FF"
"gray","재고충분","Q4198917","계획품","FM Main Motor","대수리","2026-09-04","2026-05-23","-103","1","2","0","0","SEO26FF"
"gray","재고불요","Q4200634","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","충분","Q4204062","보험품","FM Pinion Stand","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q4208633","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4225250","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4229869","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4232896","계획품","","상시","","","","0","33","0","0","SEO26FF"
"gray","재고불요","Q4232897","계획품","","상시","","","","0","66","0","0","SEO26FF"
"gray","재고불요","Q4233153","계획품","FM Crop Shear","상시","","","","0","4","0","0","SEO26FF"
"gray","충분","Q4245535","보험품","FM Main Motor","상시","","","","1","3","0","0","SEO26FF"
"gray","충분","Q4245876","보험품","","상시","","","","1","2","0","0","SEO26FF"
"gray","재고불요","Q4251042","계획품","","상시","","","","0","50","0","0","SEO26FF"
"gray","재고불요","Q4278883","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q4280135","보험품","","상시","","","","4","16","0","0","SEO26FF"
"gray","재고충분","Q4295492","계획품","EP 집진기 TR","대수리","2026-09-04","2026-05-25","-101","1","3","0","0","SEO26FF"
"gray","재고불요","Q4102245","보험품","","상시","","","","0","6","0","0","SEO26FF"
"gray","재고불요","Q3401267","보험품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4308842","계획품","FM Crop Shear","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4310783","계획품","FM Crop Shear","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4342710","계획품","","상시","","","","0","20","0","0","SEO26FF"
"gray","재고충분","Q4347498","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-05-16","-110","1","1","0","0","SEO26FF"
"gray","재고불요","Q4348128","보험품","","상시","","","","0","400","0","0","SEO26FF"
"gray","재고불요","Q4349846","계획품","","상시","","","","0","6","0","0","SEO26FF"
"gray","재고불요","Q4354776","계획품","","상시","","","","0","12","0","0","SEO26FF"
"gray","재고불요","Q4383840","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4383841","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4390712","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","Q4403031","보험품","","상시","","","","2","4","0","0","SEO26FF"
"gray","충분","Q4410007","보험품","","상시","","","","3","6","0","0","SEO26FF"
"gray","충분","Q4412119","보험품","FM Roll Alignment","상시","","","","1","2","0","0","SEO26FF"
"gray","재고충분","Q4412288","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-04-03","-153","1","2","0","0","SEO26FF"
"gray","재고불요","Q4412576","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4416013","계획품","FM Spindle 감속기","대수리","2026-09-04","2026-04-24","-132","1","1","0","0","SEO26FF"
"gray","재고불요","Q4416076","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4416082","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4418347","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고불요","Q4419678","계획품","","상시","","","","0","3","0","0","SEO26FF"
"gray","재고불요","Q4423761","계획품","","상시","","","","0","2","0","0","SEO26FF"
"gray","재고불요","Q4444346","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4468493","계획품","FM Main Motor","대수리","2026-09-04","2026-05-24","-102","1","2","0","0","SEO26FF"
"gray","재고충분","Q4468503","계획품","FM Main Motor","대수리","2026-09-04","2026-05-14","-112","1","1","0","0","SEO26FF"
"gray","재고충분","Q4468504","계획품","FM Main Motor","대수리","2026-09-04","2026-05-24","-102","1","1","0","0","SEO26FF"
"gray","재고충분","Q4470227","계획품","FM Main Motor","대수리","2026-09-04","2026-05-27","-99","1","1","0","0","SEO26FF"
"gray","재고불요","Q4471030","계획품","","상시","","","","0","1","0","0","SEO26FF"
"gray","충분","QS414625","보험품","","상시","","","","4","10","0","0","SEO26FF"
"gray","재고충분","Q4474243","계획품","FM Main Motor","대수리","2026-09-04","2026-05-21","-105","1","1","0","0","SEO26FF"
"gray","충분","Q4497103","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q4499010","보험품","","상시","","","","1","4","0","0","SEO26FF"
"gray","충분","Q4501966","보험품","FM Hot Leveller","상시","","","","1","8","0","0","SEO26FF"
"gray","충분","Q4503767","보험품","FM Hot Leveller","상시","","","","8","15","0","0","SEO26FF"
"gray","재고불요","Q4503770","계획품","FM Hot Leveller","상시","","","","0","10","0","0","SEO26FF"
"gray","재고불요","Q4530897","보험품","","상시","","","","0","1","0","0","SEO26FF"
"gray","재고충분","Q4531078","계획품","FM Main Motor","대수리","2026-09-04","2026-05-26","-100","2","3","0","0","SEO26FF"
"gray","재고충분","Q4535892","계획품","FM Roll Alignment","대수리","2026-09-04","2026-02-14","-201","1","2","0","0","SEO26FF"
"gray","재고충분","Q4535894","계획품","FM Roll Alignment","대수리","2026-09-04","2026-02-14","-201","1","2","0","0","SEO26FF"
