"Item","Type","Grade","CSP","CEQ","UnitCost","StockDept","StockAll","Target","OrderNeed","OrderAmount","Action","Reason","DeptCode"
"Q2032490","보험품","C","X","X","430000","4","4","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q2032491","보험품","C","X","X","540000","4","4","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q2038307","계획품","B","X","X","950000","4","4","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2039356","계획품","C","X","X","3450000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2040220","계획품","B","X","X","3634841","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2042214","보험품","C","X","X","120000","2","2","2","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2","SEO26FF"
"Q2052411","보험품","A","X","O","95000","2","2","1","0","0","감축","핵심보험[A] 소요無→기준1","SEO26FF"
"Q2054201","보험품","C","X","X","2520000","2","3","2","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2","SEO26FF"
"Q2055671","보험품","C","X","X","1100","8","8","6","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=10,상한6→6","SEO26FF"
"Q2055672","보험품","B","X","X","680000","1","1","8","7","4760000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=8,상한24→8","SEO26FF"
"Q2055698","계획품","C","X","X","387081","4","4","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2056110","보험품","B","X","X","234707","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q2059079","보험품","C","X","X","90000","1","1","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2059080","보험품","C","X","X","14200","10","10","5","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=5,상한5→5","SEO26FF"
"Q2059081","보험품","C","X","X","14050","10","10","2","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2","SEO26FF"
"Q2059082","보험품","C","X","X","13000","5","5","7","2","26000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=7,상한10→7","SEO26FF"
"Q2059083","보험품","C","X","X","11800","10","10","8","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=8,상한0→8","SEO26FF"
"Q2059088","보험품","C","X","X","130000","4","4","4","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한12→4","SEO26FF"
"Q2060148","보험품","C","X","X","20000","10","10","14","4","80000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=14,상한20→14","SEO26FF"
"Q2060154","보험품","B","X","X","76000","2","2","5","3","228000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=5,상한5→5","SEO26FF"
"Q2060222","보험품","B","X","X","95880","5","5","16","11","1054682","발주","비핵심보험[B] μ_LT+SS(Z1.65)=16,상한60→16","SEO26FF"
"Q2060332","보험품","B","X","X","3300693","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q2060337","보험품","B","X","X","4621294","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q2060460","보험품","C","X","X","12700000","2","3","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1","SEO26FF"
"Q2060462","계획품","S","O","X","8030000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.5)→0","SEO26FF"
"Q2060463","보험품","C","X","X","4970000","1","2","2","1","4970000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2","SEO26FF"
"Q2060465","보험품","B","X","X","7497000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q2060474","보험품","B","X","X","3490000","1","1","2","1","3490000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2","SEO26FF"
"Q2064661","보험품","C","X","X","970000","1","2","2","1","970000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한6→2","SEO26FF"
"Q2064662","계획품","A","X","X","1690000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2065292","계획품","C","X","X","2623132","1","6","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2066145","보험품","B","X","X","1050000","1","1","2","1","1050000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2068400","계획품","A","X","O","350778","2","2","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.5)→0","SEO26FF"
"Q2070790","계획품","S","O","X","2100000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.9)→0","SEO26FF"
"Q2070791","계획품","S","O","X","2150000","3","3","1","0","0","감축","핵심설비계획품 소요활발(λ1.0)→소량1","SEO26FF"
"Q2070796","계획품","S","O","X","1400000","2","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q2070797","계획품","S","O","X","1450000","1","1","1","0","0","유지","핵심설비계획품 소요활발(λ1.0)→소량1","SEO26FF"
"Q2070800","계획품","S","O","X","2000000","4","4","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.8)→0","SEO26FF"
"Q2070801","계획품","S","O","O","1300000","4","4","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.8)→0","SEO26FF"
"Q2074351","보험품","B","X","X","17320000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q2076004","보험품","A","X","X","4071265","2","2","4","2","8142530","발주","비핵심보험[A] μ_LT+SS(Z2.05)=5,상한4→4","SEO26FF"
"Q2076458","보험품","C","X","X","25000","6","6","5","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=5,상한5→5","SEO26FF"
"Q2076463","보험품","C","X","X","460000","1","1","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2079650","보험품","C","X","X","16500","2","2","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q2079652","보험품","C","X","X","16500","2","2","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q2079654","보험품","C","X","X","16500","2","2","1","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q2079803","보험품","C","X","X","1750000","8","8","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한8→4","SEO26FF"
"Q2082726","보험품","C","X","X","23372","10","10","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2082954","보험품","C","X","X","20000","10","10","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4","SEO26FF"
"Q2084886","보험품","B","X","X","960000","4","4","4","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4","SEO26FF"
"Q2086017","계획품","B","X","X","1250000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2086434","보험품","B","X","X","1185305","2","2","1","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q2086435","보험품","B","X","X","1185305","2","2","1","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q2086682","보험품","C","X","X","2167","10","12","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2087261","보험품","B","X","X","218106","1","1","2","1","218106","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2087833","보험품","B","X","X","295000","4","4","4","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한4→4","SEO26FF"
"Q2091278","보험품","S","O","X","6880000","1","1","2","1","6880000","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2","SEO26FF"
"Q2091279","보험품","S","O","X","5663000","1","1","1","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1","SEO26FF"
"Q2094313","보험품","B","X","X","825000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2095005","계획품","B","X","X","810000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2095006","보험품","B","X","X","2908000","4","4","1","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q2095020","보험품","A","X","O","15600","10","10","4","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=4,상한8,기준1→4","SEO26FF"
"Q2095032","계획품","B","X","X","12500000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2095281","보험품","C","X","X","1590000","1","1","2","1","1590000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한5→2","SEO26FF"
"Q2095868","보험품","B","X","X","56000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q2096490","보험품","C","X","X","1253120","1","1","2","1","1253120","발주","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2","SEO26FF"
"Q2097306","보험품","C","X","O","10830","12","16","4","0","0","감축","핵심보험[C] μ_LT+SS(Z1.28)=4,상한4,기준1→4","SEO26FF"
"Q2097711","계획품","B","X","X","500000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2097972","계획품","C","X","X","2079994","2","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2098351","계획품","C","X","X","660000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2098353","계획품","B","X","X","550000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2098900","계획품","B","X","X","9500000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2100582","계획품","C","X","O","794098","8","14","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.6)→0","SEO26FF"
"Q2101008","보험품","A","X","O","14444","8","8","2","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2","SEO26FF"
"Q2101009","보험품","A","X","O","13412","4","4","6","2","26824","발주","핵심보험[A] μ_LT+SS(Z2.05)=6,상한6,기준1→6","SEO26FF"
"Q2101010","보험품","A","X","O","14444","8","8","2","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2","SEO26FF"
"Q2101882","계획품","B","X","X","8900000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2102570","계획품","C","X","X","1280000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2104247","계획품","C","X","X","197055","2","5","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2106112","보험품","B","X","X","875000","8","8","8","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=8,상한8→8","SEO26FF"
"Q2110732","보험품","C","X","O","16500000","1","2","1","0","0","유지","핵심보험[C] μ_LT+SS(Z1.28)=1,상한0,기준1→1","SEO26FF"
"Q2110733","보험품","S","X","O","16500000","1","1","1","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1","SEO26FF"
"Q2116016","계획품","S","X","O","404107","8","8","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.6)→0","SEO26FF"
"Q2116265","계획품","B","X","X","640686","5","5","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2116694","보험품","B","X","X","1479621","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q2116695","보험품","B","X","X","1400392","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q2117078","보험품","A","X","X","10307000","8","8","4","0","0","감축","비핵심보험[A] μ_LT+SS(Z2.05)=4,상한7→4","SEO26FF"
"Q2118354","보험품","B","X","X","14584","20","20","52","32","466688","발주","비핵심보험[B] μ_LT+SS(Z1.65)=52,상한100→52","SEO26FF"
"Q2118643","보험품","A","X","X","383420","2","2","7","5","1917100","발주","비핵심보험[A] μ_LT+SS(Z2.05)=7,상한15→7","SEO26FF"
"Q2119613","보험품","C","X","X","80000","4","4","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2120491","보험품","A","X","O","130000","6","6","4","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=4,상한7,기준1→4","SEO26FF"
"Q2122540","계획품","B","X","X","11500000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2125396","계획품","B","X","X","13691500","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2125412","계획품","A","X","X","16049125","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2125413","계획품","A","X","X","14394278","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2125462","계획품","B","X","X","14630000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2125464","계획품","B","X","X","18690000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2126080","계획품","B","X","X","3485350","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2126459","보험품","C","X","X","2860","40","40","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2133117","보험품","B","X","X","138716","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q2133118","보험품","B","X","X","374532","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2133119","보험품","C","X","X","237761","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q2135729","보험품","C","X","X","355942","11","28","9","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=9,상한40→9","SEO26FF"
"Q2137371","계획품","B","X","X","2705000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2137920","계획품","C","X","X","4720000","4","5","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2137922","계획품","B","X","X","840000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2139926","보험품","S","O","X","1100000","1","1","3","2","2200000","발주","핵심보험[S] μ_LT+SS(Z2.58)=3,상한3,기준1→3","SEO26FF"
"Q2140042","보험품","B","X","X","449400","5","5","5","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=5,상한5→5","SEO26FF"
"Q2141016","보험품","C","X","X","70000","2","2","2","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2","SEO26FF"
"Q2141021","보험품","B","X","X","319028","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2","SEO26FF"
"Q2142284","계획품","A","X","O","50536","10","10","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.4)→0","SEO26FF"
"Q2142898","계획품","A","X","O","230000","4","4","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.4)→0","SEO26FF"
"Q2143052","보험품","C","X","X","112500","6","6","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4","SEO26FF"
"Q2144319","계획품","C","X","X","639034","1","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2146787","계획품","S","X","O","2793197","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.3)→0","SEO26FF"
"Q2147980","계획품","B","X","X","35000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2154362","계획품","C","X","X","988055","2","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2162230","계획품","C","X","X","210000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2162413","계획품","A","X","O","794143","2","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q2163394","계획품","B","X","X","2635000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2166135","계획품","C","X","X","96669","2","7","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2166833","계획품","B","X","X","129800","4","4","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2168061","계획품","B","X","X","350000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2168437","계획품","C","X","X","250000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2169758","계획품","B","X","X","2007915","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2173282","계획품","C","X","X","4769000","1","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2176849","보험품","B","X","X","46720558","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1","SEO26FF"
"Q2177492","계획품","A","X","O","1150000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.5)→0","SEO26FF"
"Q2177493","계획품","B","X","X","1180000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2179246","보험품","B","X","X","1097000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2184244","계획품","A","X","O","3150000","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q2184478","계획품","A","X","O","2790000","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q2184712","계획품","B","X","X","2454000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2187474","보험품","B","X","X","824661","7","7","5","0","0","감축","비핵심보험[B] μ_LT+SS(Z1.65)=5,상한7→5","SEO26FF"
"Q2190703","계획품","A","X","O","2140000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.2)→0","SEO26FF"
"Q2191618","계획품","B","X","X","46653","30","30","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2191857","보험품","C","X","X","1805","10","41","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q2194210","계획품","B","X","X","920800","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2194211","계획품","B","X","X","917000","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2194827","보험품","C","X","X","551000","2","2","3","1","551000","발주","비핵심보험[C] μ_LT+SS(Z1.28)=3,상한8→3","SEO26FF"
"Q2195767","계획품","B","X","X","289659","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2200004","보험품","B","X","X","210000","16","16","16","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16","SEO26FF"
"Q2200005","보험품","B","X","X","515900","16","16","16","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16","SEO26FF"
"Q2200464","보험품","C","X","X","14444","8","8","2","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2","SEO26FF"
"Q2200465","보험품","C","X","X","14444","8","8","2","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2","SEO26FF"
"Q2200466","보험품","C","X","X","13412","4","4","6","2","26824","발주","비핵심보험[C] μ_LT+SS(Z1.28)=6,상한0→6","SEO26FF"
"Q2202508","보험품","A","X","O","2630000","1","1","1","0","0","유지","핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1","SEO26FF"
"Q2206557","보험품","C","X","X","32492","4","5","4","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4","SEO26FF"
"Q2208062","보험품","C","X","X","19068","10","36","4","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=4,상한5→4","SEO26FF"
"Q2210205","계획품","B","X","X","2366496","4","4","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.2)→0","SEO26FF"
"Q2217711","계획품","B","X","X","455000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2223743","계획품","B","X","X","5025000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2224741","보험품","B","X","X","4920000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2228118","보험품","B","X","X","900000","1","1","2","1","900000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q2228203","계획품","B","X","X","2260000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q2228264","보험품","A","X","O","140000","2","2","5","3","420000","발주","핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5","SEO26FF"
"Q2233578","계획품","B","X","X","2796768","2","2","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.2)→0","SEO26FF"
"Q2234798","계획품","S","O","X","9000000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.2)→0","SEO26FF"
"Q2235169","보험품","B","X","X","1440000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q2235172","보험품","B","X","X","1440000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4002139","보험품","B","X","X","1025000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4003811","보험품","B","X","X","1351680","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1","SEO26FF"
"Q4005375","계획품","B","X","X","5210000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4008483","계획품","C","X","X","26000","8","8","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4008484","계획품","C","X","X","12896","10","10","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4008971","계획품","C","X","X","210000","2","7","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4011271","계획품","B","X","X","3177","5","5","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4012998","보험품","A","X","O","300000","2","2","3","1","300000","발주","핵심보험[A] μ_LT+SS(Z2.05)=3,상한5,기준1→3","SEO26FF"
"Q4013000","보험품","S","X","O","2461000","1","1","4","3","7383000","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준1→4","SEO26FF"
"Q4014292","계획품","C","X","X","120000","8","8","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4015362","보험품","B","X","X","660000","1","1","4","3","1980000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한16→4","SEO26FF"
"Q4015363","보험품","B","X","X","248000","1","1","1","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한1→1","SEO26FF"
"Q4015364","보험품","B","X","X","318000","1","1","4","3","954000","발주","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4","SEO26FF"
"Q4015365","보험품","B","X","X","59567","1","1","8","7","416967","발주","비핵심보험[B] μ_LT+SS(Z1.65)=8,상한0→8","SEO26FF"
"Q4015405","계획품","A","X","O","2119000","1","1","0","0","0","감축","핵심설비 계획품이나 소요비활발(λ0.4)→0","SEO26FF"
"Q4015414","보험품","B","X","X","39600","1","1","4","3","118800","발주","비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4","SEO26FF"
"Q4015950","계획품","C","X","X","4200000","1","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4015951","계획품","C","X","X","4200000","1","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4015952","계획품","C","X","X","4480000","1","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4015953","계획품","C","X","X","4480000","1","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4017406","계획품","B","X","X","1610500","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4020699","보험품","A","X","O","155355","3","3","5","2","310710","발주","핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5","SEO26FF"
"Q4026534","계획품","C","X","X","16000","100","100","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4030002","계획품","B","X","X","850000","4","4","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4030286","보험품","A","X","O","11500","1","1","1","0","0","유지","핵심보험[A] 소요無→기준1","SEO26FF"
"Q4030636","보험품","A","X","O","12000","1","1","1","0","0","유지","핵심보험[A] 소요無→기준1","SEO26FF"
"Q4033165","계획품","C","X","X","3933000","2","10","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4034332","보험품","B","X","X","1765000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2","SEO26FF"
"Q4037546","계획품","B","X","X","1017533","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4041104","보험품","C","X","X","258000","1","1","1","0","0","유지","비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1","SEO26FF"
"Q4045098","계획품","C","X","X","79000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4045501","계획품","B","X","X","68000","16","16","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4045748","계획품","B","X","X","180000","5","5","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4047391","보험품","B","X","X","4470495","1","1","2","1","4470495","발주","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2","SEO26FF"
"Q4051167","보험품","A","X","O","329000","4","4","3","0","0","감축","핵심보험[A] μ_LT+SS(Z2.05)=3,상한4,기준1→3","SEO26FF"
"Q4057578","계획품","B","X","X","982257","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q3200485","보험품","C","X","X","600","142","142","8","0","0","감축","비핵심보험[C] μ_LT+SS(Z1.28)=29,상한8→8","SEO26FF"
"Q4073338","보험품","B","X","X","2950000","2","2","2","0","0","유지","비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2","SEO26FF"
"Q4079757","계획품","B","X","X","4085000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
