Outbound Date	Qcode	수량	Dept Code	Item Type	부서명	섹션명	Leaf Class	Category
2026-05-24	Q2060148	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-05-20	Q2060148	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-05-29	Q2060148	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-17	Q4225250	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-11	Q4225250	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-01	Q4225250	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-06-10	Q4349846	23	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-06-26	Q4349846	23	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-06-18	Q4349846	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-08-15	Q4548258	12	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-08-28	Q4548258	12	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-08-24	Q4548258	12	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-24	Q4041104	1	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2024-10-26	Q4041104	0	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2024-10-26	Q4041104	0	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2024-10-28	Q2102570	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-07	Q2102570	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-07	Q2102570	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-08-08	Q1077922	2	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2019-08-01	Q1077922	2	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2019-08-01	Q1077922	2	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-22	Q2059081	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-09	Q2059081	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-30	Q2059081	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-25	Q2210205	16	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-04-30	Q2210205	16	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-04-27	Q2210205	16	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-05-18	Q4085105	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-05-14	Q4085105	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-05-27	Q4085105	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-10-19	Q2101882	5	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-10-06	Q2101882	4	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-10-05	Q2101882	4	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-02-02	Q1012773	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2024-02-13	Q1012773	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2024-02-10	Q1012773	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2020-01-12	Q1053378	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-01-12	Q1053378	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-01-12	Q1053378	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2023-10-05	Q1072889	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2023-10-04	Q1072889	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2023-10-05	Q1072889	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-26	Q4189151	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-14	Q4189151	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-16	Q4189151	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-04	Q2076004	19	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-14	Q2076004	19	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-14	Q2076004	18	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-10-10	Q4616814	1	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-10-24	Q4616814	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-10-14	Q4616814	0	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2021-12-08	Q4204062	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2021-12-13	Q4204062	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2021-12-22	Q4204062	12	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2018-10-24	Q1024150	1	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2018-10-29	Q1024150	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2018-10-12	Q1024150	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-11-30	Q4045098	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-05	Q4045098	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-14	Q4045098	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-08-12	Q1053378	8	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-08-15	Q1053378	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-08-03	Q1053378	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-10-23	Q4443501	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-10-31	Q4443501	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-10-12	Q4443501	13	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-12-04	Q4524604	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-12-01	Q4524604	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-12-03	Q4524604	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-12-20	Q4711077	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-12-14	Q4711077	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-12-16	Q4711077	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-04-14	Q4419677	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-04-20	Q4419677	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-04-18	Q4419677	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-07-21	Q4679740	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-07-30	Q4679740	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-07-02	Q4679740	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-09	Q1040012	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2026-03-02	Q1040012	1	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2026-03-05	Q1040012	1	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-16	Q2125396	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-07	Q2125396	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-12	Q2125396	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-05-28	Q4017406	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-05-28	Q4017406	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2020-05-03	Q4017406	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-22	Q2060462	22	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-20	Q2060462	22	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-27	Q2060462	22	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2023-01-15	Q1316039	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Spare Parts	Spare Parts
2023-01-23	Q1316039	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Spare Parts	Spare Parts
2023-01-24	Q1316039	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Spare Parts	Spare Parts
2024-11-17	Q4412288	1	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2024-11-02	Q4412288	1	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2024-11-02	Q4412288	1	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2019-07-14	Q4412119	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2019-07-21	Q4412119	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2019-07-25	Q4412119	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2025-08-29	Q4018019	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-08-15	Q4018019	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-08-25	Q4018019	1	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2026-03-21	Q1077925	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-16	Q1077925	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-24	Q1077925	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-12-14	Q1137969	10	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2024-12-14	Q1137969	10	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2024-12-28	Q1137969	10	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2026-01-19	Q2011794	3	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
2026-01-20	Q2011794	3	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
2026-01-02	Q2011794	2	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
2026-03-28	Q1002292	1	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2026-03-24	Q1002292	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2026-03-27	Q1002292	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2024-10-04	Q1072836	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-14	Q1072836	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-10	Q1072836	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-11-06	Q4493662	6	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2019-11-05	Q4493662	6	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2019-11-08	Q4493662	6	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2023-02-10	Q2169758	1	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
2023-02-24	Q2169758	1	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
2023-02-07	Q2169758	0	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
2025-09-21	Q4700636	12	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2025-09-08	Q4700636	11	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2025-09-30	Q4700636	11	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2018-03-25	Q2168061	9	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2018-03-02	Q2168061	9	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2018-03-27	Q2168061	9	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-05-01	Q1033995	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-05-16	Q1033995	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-05-08	Q1033995	2	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-15	Q2200464	3	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2025-09-22	Q2200464	2	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2025-09-25	Q2200464	2	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2026-02-24	Q4702501	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-02-23	Q4702501	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-02-08	Q4702501	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-12-24	Q1048997	3	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-12-02	Q1048997	3	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-12-22	Q1048997	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-02-11	Q2098900	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-24	Q2098900	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-15	Q2098900	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-04-18	Q4188532	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-04-17	Q4188532	2	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-04-07	Q4188532	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-11-23	Q1040054	5	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-11-03	Q1040054	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-11-25	Q1040054	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-01-10	Q1021920	1	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2025-01-20	Q1021920	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2025-01-22	Q1021920	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2024-10-10	Q4441695	1	SEO26FF	Motor (Ready)	(광양)압연설비1부	열연정비2섹션	Motor (Ready)	Motor (Ready)
2024-10-05	Q4441695	1	SEO26FF	Motor (Ready)	(광양)압연설비1부	열연정비2섹션	Motor (Ready)	Motor (Ready)
2024-10-24	Q4441695	1	SEO26FF	Motor (Ready)	(광양)압연설비1부	열연정비2섹션	Motor (Ready)	Motor (Ready)
2025-01-31	Q1029614	3	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2025-01-14	Q1029614	2	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2025-01-16	Q1029614	2	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2024-11-20	Q4003811	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-17	Q4003811	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-26	Q4003811	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-12-01	Q4652294	3	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2025-12-16	Q4652294	3	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2025-12-13	Q4652294	2	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2024-04-30	Q4080226	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-04-03	Q4080226	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-04-18	Q4080226	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-08-15	Q4018023	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2022-08-23	Q4018023	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2022-08-05	Q4018023	2	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-08-08	Q4383841	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-23	Q4383841	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-12	Q4383841	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2020-01-14	Q2054201	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2020-01-21	Q2054201	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2020-01-14	Q2054201	1	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-09-15	Q2076004	19	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-06	Q2076004	19	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-30	Q2076004	18	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-06-03	Q1077400	3	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-06-13	Q1077400	2	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-06-26	Q1077400	2	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-10-14	Q4515206	2	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-10-30	Q4515206	2	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-10-19	Q4515206	1	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2018-03-15	Q4559600	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2018-03-02	Q4559600	11	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2018-03-14	Q4559600	11	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2017-12-28	Q1072889	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-12-31	Q1072889	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-12-21	Q1072889	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-06-19	Q2195767	11	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-06-16	Q2195767	10	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-06-16	Q2195767	10	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-31	Q1036694	3	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비1섹션	Drive Coupling	Drive Coupling
2024-10-22	Q1036694	3	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비1섹션	Drive Coupling	Drive Coupling
2024-10-27	Q1036694	2	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비1섹션	Drive Coupling	Drive Coupling
2022-08-02	Q2116265	1	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2022-08-01	Q2116265	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2022-08-01	Q2116265	0	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2021-10-01	Q4635441	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-10-01	Q4635441	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-10-01	Q4635441	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-02-23	Q4015953	1	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-24	Q4015953	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-03	Q4015953	0	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-10-02	Q4480769	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-10-16	Q4480769	2	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
