INbound Date	Qcode	수량	Dept Code	Item Type	부서명	섹션명	Leaf Class	Category
2018-10-11	Q4232896	0	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-01-06	Q4034332	18	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-01-14	Q4034332	18	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-01-16	Q4034332	17	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2022-11-18	Q4336678	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-11-27	Q4336678	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-11-24	Q4336678	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-16	Q1078249	23	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-27	Q1078249	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-25	Q1078249	22	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-12-26	Q4018012	23	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2022-12-08	Q4018012	23	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2022-12-11	Q4018012	23	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Electrical & Electron	Electrical & Electron
2025-11-14	Q1021836	17	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-11-20	Q1021836	17	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-11-13	Q1021836	17	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-07-17	Q4702521	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-07-25	Q4702521	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-07-21	Q4702521	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-19	Q2177493	16	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-12-31	Q2177493	16	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-12-24	Q2177493	15	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2025-01-14	Q4590955	10	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-01-13	Q4590955	9	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-01-18	Q4590955	9	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2018-05-09	Q4711077	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-05-25	Q4711077	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-05-11	Q4711077	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-08	Q4576623	15	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2024-12-01	Q4576623	15	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2024-12-25	Q4576623	15	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2026-03-21	Q4693461	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-31	Q4693461	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-22	Q4693461	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-01-14	Q4232897	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-08	Q4232897	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-14	Q4232897	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-02-26	Q4015365	17	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-13	Q4015365	17	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-19	Q4015365	16	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-06-27	Q4702521	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-03	Q4702521	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-24	Q4702521	9	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-19	Q2200464	15	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2025-09-02	Q2200464	15	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2025-09-29	Q2200464	15	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2023-10-09	Q1053468	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2023-10-12	Q1053468	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2023-10-24	Q1053468	4	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-06-24	Q2210205	12	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-06-16	Q2210205	12	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-06-25	Q2210205	11	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2019-07-07	Q4548258	1	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2019-07-03	Q4548258	0	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2019-07-31	Q4548258	0	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-07	Q4695965	18	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-20	Q4695965	17	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-05	Q4695965	17	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-05-14	Q1040065	31	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2019-05-22	Q1040065	31	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2019-05-17	Q1040065	30	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder	Hydraulic Cylinder
2019-01-22	Q4640645	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-01-09	Q4640645	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-01-24	Q4640645	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-05-21	Q1021932	30	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-05-12	Q1021932	29	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-05-01	Q1021932	29	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2019-10-17	Q4677113	5	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2019-10-11	Q4677113	5	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2019-10-22	Q4677113	4	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-01-07	Q4702503	6	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-01-24	Q4702503	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2021-01-23	Q4702503	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-10	Q4210612	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-14	Q4210612	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-11-01	Q4210612	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-11-21	Q1314441	6	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-11-04	Q1314441	5	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-11-24	Q1314441	5	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2022-03-25	Q4493662	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2022-03-22	Q4493662	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2022-03-07	Q4493662	0	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Wheel	Wheel
2025-01-04	Q2143052	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-03	Q2143052	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-03	Q2143052	25	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-04	Q2194211	33	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2025-04-30	Q2194211	32	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2025-04-02	Q2194211	32	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2019-07-06	Q4168315	5	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2019-07-12	Q4168315	5	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2019-07-31	Q4168315	5	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2026-01-24	Q2042214	5	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2026-01-13	Q2042214	4	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2026-01-04	Q2042214	4	SEO26FF	Drive Coupling	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2018-07-12	Q4119198	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2018-07-24	Q4119198	1	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2018-07-01	Q4119198	1	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Control Valve	Manual Valve
2025-05-14	Q2028061	29	SEO26FF	Control Valve (Ready)	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2025-05-25	Q2028061	29	SEO26FF	Control Valve (Ready)	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2025-05-06	Q2028061	28	SEO26FF	Control Valve (Ready)	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2024-12-20	Q4702499	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-12-22	Q4702499	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-12-15	Q4702499	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-06	Q2179246	30	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-04	Q2179246	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-13	Q2179246	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-01-21	Q1121188	1	SEO26FF	Fitting	(광양)압연설비1부	열연정비2섹션	Fitting	Fitting
2022-01-07	Q1121188	1	SEO26FF	Fitting	(광양)압연설비1부	열연정비2섹션	Fitting	Fitting
2022-01-14	Q1121188	0	SEO26FF	Fitting	(광양)압연설비1부	열연정비2섹션	Fitting	Fitting
2025-05-13	Q1080083	13	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2025-05-28	Q1080083	13	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2025-05-03	Q1080083	12	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비2섹션	Bolt & Nut	Bolt & Nut
2026-04-27	Q2141021	17	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
2026-04-25	Q2141021	16	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
2026-04-16	Q2141021	16	SEO26FF	Cast Iron (S)	(광양)압연설비1부	열연정비2섹션	Cast Iron (S)	Cast Iron (S)
2026-04-18	Q4412119	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2026-04-22	Q4412119	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2026-04-10	Q4412119	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2018-08-27	Q1040129	1	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2018-08-23	Q1040129	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2018-08-20	Q1040129	0	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2026-06-03	Q2095868	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-06-06	Q2095868	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-06-12	Q2095868	9	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2018-10-12	Q2116695	10	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2018-10-22	Q2116695	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2018-10-22	Q2116695	9	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machinery Common	Machinery Common
2025-05-20	Q2210205	33	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-05-17	Q2210205	32	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-05-08	Q2210205	32	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-05-25	Q4169634	29	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-05-13	Q4169634	29	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-05-12	Q4169634	29	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2019-10-31	Q4232896	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-10-18	Q4232896	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-10-05	Q4232896	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-05-15	Q4695959	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-05-07	Q4695959	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-05-19	Q4695959	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-07-05	Q2091278	5	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2017-07-21	Q2091278	5	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2017-07-22	Q2091278	5	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-03-11	Q2126080	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-05	Q2126080	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-11	Q2126080	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-02-14	Q2118996	14	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-02-13	Q2118996	14	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-02-14	Q2118996	13	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-08-20	Q4018019	4	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-08-21	Q4018019	4	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-08-14	Q4018019	3	SEO26FF	Electrical & Electron	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2026-06-05	Q4089851	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-06-25	Q4089851	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-06-03	Q4089851	7	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-04-25	Q1297240	27	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2026-04-03	Q1297240	27	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2026-04-05	Q1297240	27	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2026-04-27	Q1073866	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-04-07	Q1073866	19	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-04-20	Q1073866	19	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-26	Q4233153	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-27	Q4233153	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-16	Q4233153	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-03-22	Q4677113	1	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-03-23	Q4677113	1	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-03-11	Q4677113	1	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-07-16	Q4008484	24	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비1섹션	Resinoid Class (General)	Resinoid Class (General)
2025-07-01	Q4008484	24	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비1섹션	Resinoid Class (General)	Resinoid Class (General)
2025-07-28	Q4008484	23	SEO26FF	Resinoid Class (General)	(광양)압연설비1부	열연정비1섹션	Resinoid Class (General)	Resinoid Class (General)
2026-03-29	Q4390457	21	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-03-04	Q4390457	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-03-05	Q4390457	20	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-10-11	Q1072616	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-10-26	Q1072616	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-10-19	Q1072616	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2018-03-08	Q1049004	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2018-03-29	Q1049004	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2018-03-28	Q1049004	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Electrical & Electron	Electrical & Electron
2025-04-29	Q2177492	13	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-04-02	Q2177492	12	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-04-17	Q2177492	12	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-03-28	Q4517465	33	SEO26FF	Wheel	(광양)압연설비1부	열연정비1섹션	Wheel	Wheel
2025-03-22	Q4517465	33	SEO26FF	Wheel	(광양)압연설비1부	열연정비1섹션	Wheel	Wheel
2025-03-13	Q4517465	32	SEO26FF	Wheel	(광양)압연설비1부	열연정비1섹션	Wheel	Wheel
2025-10-08	Q2068400	28	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-10-10	Q2068400	28	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2025-10-07	Q2068400	27	SEO26FF	VMI	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2024-08-04	Q4410007	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-08-30	Q4410007	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-08-23	Q4410007	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-04-03	Q1019689	30	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2026-04-03	Q1019689	30	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2026-04-15	Q1019689	30	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비1섹션	Roll Bearing	Ball & Roller BRG
2026-02-02	Q1077476	6	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2026-02-25	Q1077476	6	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2026-02-13	Q1077476	5	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비2섹션	Gear & Gear box	Gear & Gear box
2025-06-12	Q4468504	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-04	Q4468504	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-06-14	Q4468504	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-09-07	Q1053317	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2021-09-22	Q1053317	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2021-09-21	Q1053317	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-03-22	Q2098900	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-02	Q2098900	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-03-22	Q2098900	5	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-22	Q4112995	24	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2025-09-05	Q4112995	23	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2025-09-06	Q4112995	23	SEO26FF	Roller(S)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2023-03-05	Q4625646	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Control Valve	Control Valve (Ready)
2023-03-11	Q4625646	5	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Control Valve	Control Valve (Ready)
