Item,DeptCode,Type,TypeSource,Grade,CSP,CEQ,UnitCost,StockDept,StockAll,Target,OrderNeed,OrderAmount,Action,Reason
Q1072889,SEO26FF,계획품,master.csv,C,X,X,47520,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2024605,SEO26FF,보험품,master.csv,B,X,X,17639000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2028329,SEO26FF,계획품,master.csv,A,X,O,491000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0
Q1007239,SEO26FF,보험품,master.csv,C,X,X,14596,5,5,0,0,0,감축,비핵심보험[C] 소요無→0
Q1021932,SEO26FF,보험품,master.csv,C,X,X,1303,2,36,4,2,2605,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한4→4"
Q1072930,SEO26FF,계획품,master.csv,B,X,X,40000000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q1073256,SEO26FF,보험품,master.csv,B,X,X,440000,4,4,2,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q1080496,SEO26FF,계획품,master.csv,A,X,O,25000,2,2,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.1)→0
Q2026952,SEO26FF,보험품,master.csv,B,X,X,1923333,4,4,3,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한4→3"
Q2032488,SEO26FF,보험품,master.csv,C,X,X,460000,3,3,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2"
Q2032490,SEO26FF,보험품,master.csv,C,X,X,430000,4,4,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q2032491,SEO26FF,보험품,master.csv,C,X,X,540000,4,4,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q2038307,SEO26FF,계획품,master.csv,B,X,X,950000,4,4,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2039356,SEO26FF,계획품,master.csv,C,X,X,3450000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2040220,SEO26FF,계획품,master.csv,B,X,X,3634841,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2042214,SEO26FF,보험품,master.csv,C,X,X,120000,2,2,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2"
Q2052411,SEO26FF,보험품,master.csv,A,X,O,95000,2,2,1,0,0,감축,핵심보험[A] 소요無→기준1
Q2054201,SEO26FF,보험품,master.csv,C,X,X,2520000,2,3,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2"
Q2055671,SEO26FF,보험품,master.csv,C,X,X,1100,8,8,6,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=10,상한6→6"
Q2055672,SEO26FF,보험품,master.csv,B,X,X,680000,1,1,8,7,4760000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한24→8"
Q2055698,SEO26FF,계획품,master.csv,C,X,X,387081,4,4,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2056110,SEO26FF,보험품,master.csv,B,X,X,234707,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2059079,SEO26FF,보험품,master.csv,C,X,X,90000,1,1,0,0,0,감축,비핵심보험[C] 소요無→0
Q2059080,SEO26FF,보험품,master.csv,C,X,X,14200,10,10,5,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한5→5"
Q2059081,SEO26FF,보험품,master.csv,C,X,X,14050,10,10,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2"
Q2059082,SEO26FF,보험품,master.csv,C,X,X,13000,5,5,7,2,26000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한10→7"
Q2059083,SEO26FF,보험품,master.csv,C,X,X,11800,10,10,8,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=8,상한0→8"
Q2059088,SEO26FF,보험품,master.csv,C,X,X,130000,4,4,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한12→4"
Q2060148,SEO26FF,보험품,master.csv,C,X,X,20000,10,10,14,4,80000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=14,상한40→14"
Q2060154,SEO26FF,보험품,master.csv,B,X,X,76000,2,2,5,3,228000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한5→5"
Q2060222,SEO26FF,보험품,master.csv,B,X,X,95880,5,5,16,11,1054682,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한60→16"
Q2060332,SEO26FF,보험품,master.csv,B,X,X,3300693,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2060337,SEO26FF,보험품,master.csv,B,X,X,4621294,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q2060460,SEO26FF,보험품,master.csv,C,X,X,12700000,2,3,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1"
Q2060462,SEO26FF,계획품,master.csv,S,O,X,8030000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0
Q2060463,SEO26FF,보험품,master.csv,C,X,X,4970000,1,2,2,1,4970000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2"
Q2060465,SEO26FF,보험품,master.csv,B,X,X,7497000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2060474,SEO26FF,보험품,master.csv,B,X,X,3490000,1,1,2,1,3490000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2"
Q2064661,SEO26FF,보험품,master.csv,C,X,X,970000,1,2,2,1,970000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한6→2"
Q2064662,SEO26FF,계획품,master.csv,A,X,X,1690000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2065292,SEO26FF,계획품,master.csv,C,X,X,2623132,1,6,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2066145,SEO26FF,보험품,master.csv,B,X,X,1050000,1,1,2,1,1050000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2068400,SEO26FF,계획품,master.csv,A,X,O,350778,2,2,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0
Q2070790,SEO26FF,계획품,master.csv,S,O,X,2100000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.9)→0
Q2070791,SEO26FF,계획품,master.csv,S,O,X,2150000,3,3,1,0,0,감축,핵심설비계획품 소요활발(λ1.0)→소량1
Q2070796,SEO26FF,계획품,master.csv,S,O,X,1400000,2,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q2070797,SEO26FF,계획품,master.csv,S,O,X,1450000,1,1,1,0,0,유지,핵심설비계획품 소요활발(λ1.0)→소량1
Q2070800,SEO26FF,계획품,master.csv,S,O,X,2000000,4,4,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.8)→0
Q2070801,SEO26FF,계획품,master.csv,S,O,O,1300000,4,4,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.8)→0
Q2074351,SEO26FF,보험품,master.csv,B,X,X,17320000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q2076004,SEO26FF,보험품,master.csv,A,X,X,4071265,2,2,4,2,8142530,발주,"비핵심보험[A] μ_LT+SS(Z2.05)=5,상한4→4"
Q2076458,SEO26FF,보험품,master.csv,C,X,X,25000,6,6,5,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한5→5"
Q2076463,SEO26FF,보험품,master.csv,C,X,X,460000,1,1,0,0,0,감축,비핵심보험[C] 소요無→0
Q2079650,SEO26FF,보험품,master.csv,C,X,X,16500,2,2,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q2079652,SEO26FF,보험품,master.csv,C,X,X,16500,2,2,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q2079654,SEO26FF,보험품,master.csv,C,X,X,16500,2,2,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q2079803,SEO26FF,보험품,master.csv,C,X,X,1750000,8,8,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4"
Q2082726,SEO26FF,보험품,master.csv,C,X,X,23372,10,10,0,0,0,감축,비핵심보험[C] 소요無→0
Q2082954,SEO26FF,보험품,master.csv,C,X,X,20000,10,10,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4"
Q2084886,SEO26FF,보험품,master.csv,B,X,X,960000,4,4,4,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4"
Q2086017,SEO26FF,계획품,master.csv,B,X,X,1250000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2086434,SEO26FF,보험품,master.csv,B,X,X,1185305,2,2,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2086435,SEO26FF,보험품,master.csv,B,X,X,1185305,2,2,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q2086682,SEO26FF,보험품,master.csv,C,X,X,2167,10,12,0,0,0,감축,비핵심보험[C] 소요無→0
Q2087261,SEO26FF,보험품,master.csv,B,X,X,218106,1,1,2,1,218106,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2087833,SEO26FF,보험품,master.csv,B,X,X,295000,4,4,4,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한4→4"
Q2091278,SEO26FF,보험품,master.csv,S,O,X,6880000,1,1,2,1,6880000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2"
Q2091279,SEO26FF,보험품,master.csv,S,O,X,5663000,1,1,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1"
Q2094313,SEO26FF,보험품,master.csv,B,X,X,825000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2095005,SEO26FF,계획품,master.csv,B,X,X,810000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2095006,SEO26FF,보험품,master.csv,B,X,X,2908000,4,4,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q2095020,SEO26FF,보험품,master.csv,A,X,O,15600,10,10,4,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한8,기준1→4"
Q2095032,SEO26FF,계획품,master.csv,B,X,X,12500000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2095281,SEO26FF,보험품,master.csv,C,X,X,1590000,1,1,2,1,1590000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한6→2"
Q2095868,SEO26FF,보험품,master.csv,B,X,X,56000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q2096490,SEO26FF,보험품,master.csv,C,X,X,1253120,1,1,2,1,1253120,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2"
Q2097306,SEO26FF,보험품,master.csv,C,X,O,10830,12,16,4,0,0,감축,"핵심보험[C] μ_LT+SS(Z1.28)=4,상한4,기준1→4"
Q2097711,SEO26FF,계획품,master.csv,B,X,X,500000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2097972,SEO26FF,계획품,master.csv,C,X,X,2079994,2,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2098351,SEO26FF,계획품,master.csv,C,X,X,660000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2098353,SEO26FF,계획품,master.csv,B,X,X,550000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2098900,SEO26FF,계획품,master.csv,B,X,X,9500000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2100582,SEO26FF,계획품,master.csv,C,X,O,794098,8,14,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.6)→0
Q2101008,SEO26FF,보험품,master.csv,A,X,O,14444,8,8,2,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2"
Q2101009,SEO26FF,보험품,master.csv,A,X,O,13412,4,4,6,2,26824,발주,"핵심보험[A] μ_LT+SS(Z2.05)=6,상한6,기준1→6"
Q2101010,SEO26FF,보험품,master.csv,A,X,O,14444,8,8,2,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2"
Q2101882,SEO26FF,계획품,master.csv,B,X,X,8900000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2102570,SEO26FF,계획품,master.csv,C,X,X,1280000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2104247,SEO26FF,계획품,master.csv,C,X,X,197055,2,5,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2106112,SEO26FF,보험품,master.csv,B,X,X,875000,8,8,8,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한8→8"
Q2110732,SEO26FF,보험품,master.csv,C,X,O,16500000,1,2,1,0,0,유지,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한1,기준1→1"
Q2110733,SEO26FF,보험품,master.csv,S,X,O,16500000,1,1,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1"
Q2116016,SEO26FF,계획품,master.csv,S,X,O,404107,8,8,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.6)→0
Q2116265,SEO26FF,계획품,master.csv,B,X,X,640686,5,5,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2116694,SEO26FF,보험품,master.csv,B,X,X,1479621,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2116695,SEO26FF,보험품,master.csv,B,X,X,1400392,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2117078,SEO26FF,보험품,master.csv,A,X,X,10307000,8,8,4,0,0,감축,"비핵심보험[A] μ_LT+SS(Z2.05)=4,상한7→4"
Q2118354,SEO26FF,보험품,master.csv,B,X,X,14584,20,20,52,32,466688,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=52,상한100→52"
Q2118643,SEO26FF,보험품,master.csv,A,X,X,383420,2,2,7,5,1917100,발주,"비핵심보험[A] μ_LT+SS(Z2.05)=7,상한15→7"
Q2119613,SEO26FF,보험품,master.csv,C,X,X,80000,4,4,0,0,0,감축,비핵심보험[C] 소요無→0
Q2120491,SEO26FF,보험품,master.csv,A,X,O,130000,6,6,4,0,0,감축,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한7,기준1→4"
Q2122540,SEO26FF,계획품,master.csv,B,X,X,11500000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2125396,SEO26FF,계획품,master.csv,B,X,X,13691500,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2125412,SEO26FF,계획품,master.csv,A,X,X,16049125,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2125413,SEO26FF,계획품,master.csv,A,X,X,14394278,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2125462,SEO26FF,계획품,master.csv,B,X,X,14630000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2125464,SEO26FF,계획품,master.csv,B,X,X,18690000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2126080,SEO26FF,계획품,master.csv,B,X,X,3485350,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2126459,SEO26FF,보험품,master.csv,C,X,X,2860,40,40,0,0,0,감축,비핵심보험[C] 소요無→0
Q2133117,SEO26FF,보험품,master.csv,B,X,X,138716,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q2133118,SEO26FF,보험품,master.csv,B,X,X,374532,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2133119,SEO26FF,보험품,master.csv,C,X,X,237761,1,1,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1"
Q2135729,SEO26FF,보험품,master.csv,C,X,X,355942,11,28,9,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=9,상한40→9"
Q2137371,SEO26FF,계획품,master.csv,B,X,X,2705000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2137920,SEO26FF,계획품,master.csv,C,X,X,4720000,4,5,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2137922,SEO26FF,계획품,master.csv,B,X,X,840000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2139926,SEO26FF,보험품,master.csv,S,O,X,1100000,1,1,3,2,2200000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한5,기준1→3"
Q2140042,SEO26FF,보험품,master.csv,B,X,X,449400,5,5,5,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한10→5"
Q2141016,SEO26FF,보험품,master.csv,C,X,X,70000,2,2,2,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2"
Q2141021,SEO26FF,보험품,master.csv,B,X,X,319028,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2"
Q2142284,SEO26FF,계획품,master.csv,A,X,O,50536,10,10,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0
Q2142898,SEO26FF,계획품,master.csv,A,X,O,230000,4,4,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0
Q2143052,SEO26FF,보험품,master.csv,C,X,X,112500,6,6,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4"
Q2144319,SEO26FF,계획품,master.csv,C,X,X,639034,1,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2146787,SEO26FF,계획품,master.csv,S,X,O,2793197,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.3)→0
Q2147980,SEO26FF,계획품,master.csv,B,X,X,35000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2154362,SEO26FF,계획품,master.csv,C,X,X,988055,2,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2162230,SEO26FF,계획품,master.csv,C,X,X,210000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2162413,SEO26FF,계획품,master.csv,A,X,O,794143,2,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q2163394,SEO26FF,계획품,master.csv,B,X,X,2635000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2166135,SEO26FF,계획품,master.csv,C,X,X,96669,2,7,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2166833,SEO26FF,계획품,master.csv,B,X,X,129800,4,4,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2168061,SEO26FF,계획품,master.csv,B,X,X,350000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2168437,SEO26FF,계획품,master.csv,C,X,X,250000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2169758,SEO26FF,계획품,master.csv,B,X,X,2007915,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2173282,SEO26FF,계획품,master.csv,C,X,X,4769000,1,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2176849,SEO26FF,보험품,master.csv,B,X,X,46720558,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q2177492,SEO26FF,계획품,master.csv,A,X,O,1150000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0
Q2177493,SEO26FF,계획품,master.csv,B,X,X,1180000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2179246,SEO26FF,보험품,master.csv,B,X,X,1097000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2184244,SEO26FF,계획품,master.csv,A,X,O,3150000,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q2184478,SEO26FF,계획품,master.csv,A,X,O,2790000,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q2184712,SEO26FF,계획품,master.csv,B,X,X,2454000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2187474,SEO26FF,보험품,master.csv,B,X,X,824661,7,7,5,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한7→5"
Q2190703,SEO26FF,계획품,master.csv,A,X,O,2140000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0
Q2191618,SEO26FF,계획품,master.csv,B,X,X,46653,30,30,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2191857,SEO26FF,보험품,master.csv,C,X,X,1805,10,41,0,0,0,감축,비핵심보험[C] 소요無→0
Q2194210,SEO26FF,계획품,master.csv,B,X,X,920800,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2194211,SEO26FF,계획품,master.csv,B,X,X,917000,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2194827,SEO26FF,보험품,master.csv,C,X,X,551000,2,2,3,1,551000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한12→3"
Q2195767,SEO26FF,계획품,master.csv,B,X,X,289659,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2200004,SEO26FF,보험품,master.csv,B,X,X,210000,16,16,16,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16"
Q2200005,SEO26FF,보험품,master.csv,B,X,X,515900,16,16,16,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16"
Q2200464,SEO26FF,보험품,master.csv,C,X,X,14444,8,8,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2"
Q2200465,SEO26FF,보험품,master.csv,C,X,X,14444,8,8,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한0→2"
Q2200466,SEO26FF,보험품,master.csv,C,X,X,13412,4,4,6,2,26824,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한0→6"
Q2202508,SEO26FF,보험품,master.csv,A,X,O,2630000,1,1,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1"
Q2206557,SEO26FF,보험품,master.csv,C,X,X,32492,4,5,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4"
Q2208062,SEO26FF,보험품,master.csv,C,X,X,19068,10,36,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한5→4"
Q2210205,SEO26FF,계획품,master.csv,B,X,X,2366496,4,4,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0
Q2217711,SEO26FF,계획품,master.csv,B,X,X,455000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2223743,SEO26FF,계획품,master.csv,B,X,X,5025000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2224741,SEO26FF,보험품,master.csv,B,X,X,4920000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2228118,SEO26FF,보험품,master.csv,B,X,X,900000,1,1,2,1,900000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q2228203,SEO26FF,계획품,master.csv,B,X,X,2260000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q2228264,SEO26FF,보험품,master.csv,A,X,O,140000,2,2,5,3,420000,발주,"핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5"
Q2233578,SEO26FF,계획품,master.csv,B,X,X,2796768,2,2,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0
Q2234798,SEO26FF,계획품,master.csv,S,O,X,9000000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0
Q2235169,SEO26FF,보험품,master.csv,B,X,X,1440000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q2235172,SEO26FF,보험품,master.csv,B,X,X,1440000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4002139,SEO26FF,보험품,master.csv,B,X,X,1025000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4003811,SEO26FF,보험품,master.csv,B,X,X,1351680,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4005375,SEO26FF,계획품,master.csv,B,X,X,5210000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4008483,SEO26FF,계획품,master.csv,C,X,X,26000,8,8,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4008484,SEO26FF,계획품,master.csv,C,X,X,12896,10,10,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4008971,SEO26FF,계획품,master.csv,C,X,X,210000,2,7,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4011271,SEO26FF,계획품,master.csv,B,X,X,3177,5,5,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4012998,SEO26FF,보험품,master.csv,A,X,O,300000,2,2,3,1,300000,발주,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한5,기준1→3"
Q4013000,SEO26FF,보험품,master.csv,S,X,O,2461000,1,1,4,3,7383000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준1→4"
Q4014292,SEO26FF,계획품,master.csv,C,X,X,120000,8,8,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4015362,SEO26FF,보험품,master.csv,B,X,X,660000,1,1,4,3,1980000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4"
Q4015363,SEO26FF,보험품,master.csv,B,X,X,248000,1,1,4,3,744000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한16→4"
Q4015364,SEO26FF,보험품,master.csv,B,X,X,318000,1,1,4,3,954000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4"
Q4015365,SEO26FF,보험품,master.csv,B,X,X,59567,1,1,8,7,416967,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한8→8"
Q4015405,SEO26FF,계획품,master.csv,A,X,O,2119000,1,1,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0
Q4015414,SEO26FF,보험품,master.csv,B,X,X,39600,1,1,4,3,118800,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=4,상한8→4"
Q4015950,SEO26FF,계획품,master.csv,C,X,X,4200000,1,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
