Signal,Status,Item,DeptCode,Type,Equipment,Kind,StopDate,OrderByDate,D_days,ExpectedNeed,CurrentStock,OrderNeed,OrderAmount
gray,재고불요,Q1035525,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q1036694,SEO26FF,보험품,,상시,,,,0,3,0,0
gray,충분,Q1036702,SEO26FF,보험품,,상시,,,,2,3,0,0
gray,재고불요,Q1036822,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1036844,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q1036971,SEO26FF,계획품,,상시,,,,0,12,0,0
gray,재고불요,Q1041363,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q1041364,SEO26FF,보험품,,상시,,,,2,5,0,0
gray,충분,Q1041372,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,재고충분,Q1080083,SEO26FF,계획품,FM Screw Down,대수리,2026-09-04,2026-05-17,-109,1,1,0,0
gray,재고충분,Q1080084,SEO26FF,계획품,FM Screw Down,대수리,2026-09-04,2026-05-17,-109,1,1,0,0
gray,재고불요,Q1080117,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1010099,SEO26FF,계획품,,상시,,,,0,9,0,0
gray,재고불요,Q1010193,SEO26FF,계획품,,상시,,,,0,15,0,0
gray,충분,Q1010224,SEO26FF,보험품,,상시,,,,3,7,0,0
gray,재고불요,Q1015021,SEO26FF,계획품,,상시,,,,0,54,0,0
gray,재고불요,Q1019689,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q1019695,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1020094,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1020996,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,충분,Q1024603,SEO26FF,보험품,,상시,,,,11,14,0,0
gray,충분,Q1029602,SEO26FF,보험품,FM Spindle 감속기,상시,,,,2,4,0,0
gray,재고충분,Q1029614,SEO26FF,계획품,FM Spindle 감속기,대수리,2026-09-04,2026-05-15,-111,1,1,0,0
gray,재고불요,Q1029653,SEO26FF,계획품,FM Crop Shear,상시,,,,0,3,0,0
gray,충분,Q1029662,SEO26FF,보험품,,상시,,,,2,5,0,0
gray,재고불요,Q1029893,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q1033612,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q1033796,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q1033995,SEO26FF,계획품,,상시,,,,0,5,0,0
gray,재고불요,Q1034231,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고충분,Q1034397,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-04-17,-139,2,6,0,0
gray,재고불요,Q1039075,SEO26FF,계획품,,상시,,,,0,9,0,0
gray,재고불요,Q1039945,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q1039948,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,충분,Q1039950,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,재고불요,Q1039951,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1040053,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1040060,SEO26FF,계획품,,상시,,,,0,7,0,0
gray,재고불요,Q1040065,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1040129,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q1080541,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1080794,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q1080969,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1080970,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1113604,SEO26FF,계획품,,상시,,,,0,24,0,0
gray,충분,Q2008527,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q2013987,SEO26FF,계획품,FM Crop Shear,상시,,,,0,2,0,0
gray,재고불요,Q2015221,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,충분,Q2018730,SEO26FF,보험품,,상시,,,,5,11,0,0
gray,재고불요,Q2019637,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q1072616,SEO26FF,계획품,,상시,,,,0,8,0,0
gray,재고불요,Q1072668,SEO26FF,보험품,,상시,,,,0,20,0,0
gray,재고불요,Q1072924,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1072926,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q1072928,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q1072961,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,충분,Q1072973,SEO26FF,보험품,,상시,,,,9,14,0,0
gray,재고충분,Q1072995,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-05-17,-109,1,1,0,0
gray,재고불요,Q1073040,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073183,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073184,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073210,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073215,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073310,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073449,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1073553,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q1073594,SEO26FF,계획품,,상시,,,,0,8,0,0
gray,재고불요,Q1073865,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q1073866,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q1073870,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q1121309,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1122097,SEO26FF,보험품,,상시,,,,0,100,0,0
gray,재고불요,Q2011794,SEO26FF,계획품,,상시,,,,0,6,0,0
gray,재고불요,Q1076627,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1076630,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q1077340,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1077367,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고충분,Q1077400,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-05-10,-116,1,2,0,0
gray,재고불요,Q1077486,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q1077487,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고충분,Q1077622,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-03-29,-158,1,1,0,0
gray,재고불요,Q1077646,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1077676,SEO26FF,계획품,,상시,,,,0,40,0,0
gray,충분,Q1077684,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,충분,Q1077685,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,재고불요,Q1077724,SEO26FF,계획품,,상시,,,,0,6,0,0
gray,재고불요,Q1077747,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1077761,SEO26FF,계획품,,상시,,,,0,7,0,0
gray,재고불요,Q1077763,SEO26FF,계획품,,상시,,,,0,7,0,0
gray,재고불요,Q1077776,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q1077777,SEO26FF,계획품,,상시,,,,0,12,0,0
gray,재고불요,Q1077786,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1077922,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q1077925,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,충분,Q1078005,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q1072889,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2028329,SEO26FF,계획품,FM Crop Shear,상시,,,,0,1,0,0
gray,재고불요,Q1007239,SEO26FF,보험품,FM Main Motor,상시,,,,0,5,0,0
gray,재고불요,Q1072930,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q1073256,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,재고충분,Q1080496,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-02-15,-200,2,2,0,0
gray,충분,Q2026952,SEO26FF,보험품,,상시,,,,3,4,0,0
gray,충분,Q2032488,SEO26FF,보험품,,상시,,,,2,3,0,0
gray,충분,Q2032490,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q2032491,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,재고불요,Q2038307,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q2039356,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2040220,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q2052411,SEO26FF,보험품,FM Main Motor,상시,,,,1,2,0,0
gray,충분,Q2055671,SEO26FF,보험품,FM Main Motor,상시,,,,6,8,0,0
gray,재고불요,Q2055698,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q2059079,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,충분,Q2059080,SEO26FF,보험품,,상시,,,,5,10,0,0
gray,충분,Q2059081,SEO26FF,보험품,,상시,,,,2,10,0,0
gray,충분,Q2059083,SEO26FF,보험품,,상시,,,,8,10,0,0
gray,충분,Q2060460,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q2060462,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2064662,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2065292,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2068400,SEO26FF,계획품,FM Crop Shear,상시,,,,0,2,0,0
gray,재고불요,Q2070790,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q2070791,SEO26FF,계획품,,상시,,,,1,3,0,0
gray,재고불요,Q2070796,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2070800,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고충분,Q2070801,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-05-23,-103,2,4,0,0
gray,재고불요,Q2074351,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,충분,Q2076458,SEO26FF,보험품,,상시,,,,5,6,0,0
gray,재고불요,Q2076463,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,충분,Q2079650,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q2079652,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q2079654,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,충분,Q2079803,SEO26FF,보험품,FM Main Motor,상시,,,,4,8,0,0
gray,재고불요,Q2082726,SEO26FF,보험품,,상시,,,,0,10,0,0
gray,충분,Q2082954,SEO26FF,보험품,,상시,,,,4,10,0,0
gray,재고불요,Q2086017,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q2086434,SEO26FF,보험품,FM Main Motor,상시,,,,1,2,0,0
gray,충분,Q2086435,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q2086682,SEO26FF,보험품,,상시,,,,0,10,0,0
gray,재고불요,Q2095005,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q2095006,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q2095020,SEO26FF,보험품,FM Edge Heater,상시,,,,4,10,0,0
gray,재고불요,Q2095032,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q2097306,SEO26FF,보험품,FM Main Motor,상시,,,,4,12,0,0
gray,재고불요,Q2097711,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2097972,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2098351,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2098353,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2098900,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2100582,SEO26FF,계획품,FM Hot Leveller,상시,,,,0,8,0,0
gray,충분,Q2101008,SEO26FF,보험품,FM Screw Down,상시,,,,2,8,0,0
gray,충분,Q2101010,SEO26FF,보험품,FM Screw Down,상시,,,,2,8,0,0
gray,재고불요,Q2101882,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2102570,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2104247,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고충분,Q2116016,SEO26FF,계획품,FM Spindle 감속기,대수리,2026-09-04,2026-05-03,-123,6,8,0,0
gray,재고불요,Q2116265,SEO26FF,계획품,,상시,,,,0,5,0,0
gray,충분,Q2117078,SEO26FF,보험품,,상시,,,,4,8,0,0
gray,재고불요,Q2119613,SEO26FF,보험품,,상시,,,,0,4,0,0
gray,충분,Q2120491,SEO26FF,보험품,FM Spindle 감속기,상시,,,,4,6,0,0
gray,재고충분,Q2122540,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-03-13,-174,1,1,0,0
gray,재고불요,Q2125396,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2125412,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2125413,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2125462,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2125464,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2126080,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2126459,SEO26FF,보험품,,상시,,,,0,40,0,0
gray,재고불요,Q2133117,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,충분,Q2135729,SEO26FF,보험품,,상시,,,,9,11,0,0
gray,재고불요,Q2137371,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2137920,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q2137922,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고충분,Q2142284,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-04-08,-148,2,10,0,0
gray,재고충분,Q2142898,SEO26FF,계획품,FM Pinion Stand,대수리,2026-09-04,2026-05-17,-109,3,4,0,0
gray,충분,Q2143052,SEO26FF,보험품,,상시,,,,4,6,0,0
gray,재고불요,Q2144319,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q2146787,SEO26FF,계획품,QOC Servo,대수리,2026-09-04,2025-12-03,-274,1,1,0,0
gray,재고불요,Q2147980,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고충분,Q2154362,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-01-10,-236,2,2,0,0
gray,재고불요,Q2162230,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고충분,Q2162413,SEO26FF,계획품,FM Screw Down,대수리,2026-09-04,2026-05-17,-109,2,2,0,0
gray,재고충분,Q2163394,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-19,-107,1,2,0,0
gray,재고불요,Q2166135,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2166833,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q2168061,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2168437,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2169758,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2173282,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2177492,SEO26FF,계획품,FM Hot Leveller,상시,,,,0,1,0,0
gray,재고불요,Q2177493,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2184244,SEO26FF,계획품,FM Crop Shear,상시,,,,0,1,0,0
gray,재고불요,Q2184478,SEO26FF,계획품,FM Crop Shear,상시,,,,0,1,0,0
gray,재고불요,Q2184712,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q2187474,SEO26FF,보험품,FM Main Motor,상시,,,,5,7,0,0
gray,재고불요,Q2190703,SEO26FF,계획품,FM Hot Leveller,상시,,,,0,1,0,0
gray,재고불요,Q2191618,SEO26FF,계획품,,상시,,,,0,30,0,0
gray,재고불요,Q2191857,SEO26FF,보험품,,상시,,,,0,10,0,0
gray,재고불요,Q2194210,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q2194211,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q2195767,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q2200464,SEO26FF,보험품,,상시,,,,2,8,0,0
gray,충분,Q2200465,SEO26FF,보험품,,상시,,,,2,8,0,0
gray,충분,Q2208062,SEO26FF,보험품,,상시,,,,4,10,0,0
gray,재고충분,Q2210205,SEO26FF,계획품,Stand Main TR,대수리,2026-09-04,2026-01-21,-225,2,4,0,0
gray,재고불요,Q2217711,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q2223743,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q2228203,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고충분,Q2233578,SEO26FF,계획품,Stand Main TR,대수리,2026-09-04,2026-01-21,-225,1,2,0,0
gray,재고불요,Q2234798,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4005375,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4008483,SEO26FF,계획품,,상시,,,,0,8,0,0
gray,재고불요,Q4008484,SEO26FF,계획품,,상시,,,,0,10,0,0
gray,재고불요,Q4008971,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4011271,SEO26FF,계획품,,상시,,,,0,5,0,0
gray,재고불요,Q4014292,SEO26FF,계획품,,상시,,,,0,8,0,0
gray,재고불요,Q4015950,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4015951,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4015952,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4015953,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4017406,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4030002,SEO26FF,계획품,,상시,,,,0,4,0,0
gray,재고불요,Q4033165,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4037546,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4045098,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4045501,SEO26FF,계획품,,상시,,,,0,16,0,0
gray,재고불요,Q4045748,SEO26FF,계획품,,상시,,,,0,5,0,0
gray,충분,Q4051167,SEO26FF,보험품,FM Hot Leveller,상시,,,,3,4,0,0
gray,재고불요,Q4057578,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,충분,Q3200485,SEO26FF,보험품,,상시,,,,8,142,0,0
gray,재고불요,Q4079757,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4080226,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q4084463,SEO26FF,보험품,,상시,,,,3,4,0,0
gray,재고불요,Q4104776,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4034340,SEO26FF,계획품,,상시,,,,0,71,0,0
gray,충분,Q4140770,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,충분,Q4156386,SEO26FF,보험품,,상시,,,,4,19,0,0
gray,재고불요,Q4168315,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q4168388,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-06-07,-88,9,9,0,0
gray,충분,Q4189150,SEO26FF,보험품,,상시,,,,3,4,0,0
gray,재고충분,Q4198917,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-23,-103,1,2,0,0
gray,재고불요,Q4200634,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,충분,Q4204062,SEO26FF,보험품,FM Pinion Stand,상시,,,,1,2,0,0
gray,재고불요,Q4208633,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4225250,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4229869,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4232896,SEO26FF,계획품,,상시,,,,0,33,0,0
gray,재고불요,Q4232897,SEO26FF,계획품,,상시,,,,0,66,0,0
gray,재고불요,Q4233153,SEO26FF,계획품,FM Crop Shear,상시,,,,0,4,0,0
gray,충분,Q4245535,SEO26FF,보험품,FM Main Motor,상시,,,,1,3,0,0
gray,충분,Q4245876,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q4251042,SEO26FF,계획품,,상시,,,,0,50,0,0
gray,재고불요,Q4278883,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q4280135,SEO26FF,보험품,,상시,,,,4,16,0,0
gray,재고충분,Q4295492,SEO26FF,계획품,EP 집진기 TR,대수리,2026-09-04,2026-05-25,-101,1,3,0,0
gray,재고불요,Q4102245,SEO26FF,보험품,,상시,,,,0,6,0,0
gray,재고불요,Q3401267,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q4308842,SEO26FF,계획품,FM Crop Shear,상시,,,,0,1,0,0
gray,재고불요,Q4310783,SEO26FF,계획품,FM Crop Shear,상시,,,,0,2,0,0
gray,재고불요,Q4342710,SEO26FF,계획품,,상시,,,,0,20,0,0
gray,재고충분,Q4347498,SEO26FF,계획품,FM Spindle 감속기,대수리,2026-09-04,2026-05-16,-110,1,1,0,0
gray,재고불요,Q4348128,SEO26FF,보험품,,상시,,,,0,400,0,0
gray,재고불요,Q4349846,SEO26FF,계획품,,상시,,,,0,6,0,0
gray,재고불요,Q4354776,SEO26FF,계획품,,상시,,,,0,12,0,0
gray,재고불요,Q4383840,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4383841,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4390712,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q4403031,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,충분,Q4410007,SEO26FF,보험품,,상시,,,,3,6,0,0
gray,충분,Q4412119,SEO26FF,보험품,FM Roll Alignment,상시,,,,1,2,0,0
gray,재고충분,Q4412288,SEO26FF,계획품,FM Spindle 감속기,대수리,2026-09-04,2026-04-03,-153,1,2,0,0
gray,재고불요,Q4412576,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q4416013,SEO26FF,계획품,FM Spindle 감속기,대수리,2026-09-04,2026-04-24,-132,1,1,0,0
gray,재고불요,Q4416076,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4416082,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4418347,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4419678,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,재고불요,Q4423761,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4444346,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고충분,Q4468493,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-24,-102,1,2,0,0
gray,재고충분,Q4468503,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-14,-112,1,1,0,0
gray,재고충분,Q4468504,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-24,-102,1,1,0,0
gray,재고충분,Q4470227,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-27,-99,1,1,0,0
gray,재고불요,Q4471030,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,QS414625,SEO26FF,보험품,,상시,,,,4,10,0,0
gray,재고충분,Q4474243,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-21,-105,1,1,0,0
gray,충분,Q4497103,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q4499010,SEO26FF,보험품,,상시,,,,1,4,0,0
gray,충분,Q4501966,SEO26FF,보험품,FM Hot Leveller,상시,,,,1,8,0,0
gray,충분,Q4503767,SEO26FF,보험품,FM Hot Leveller,상시,,,,8,15,0,0
gray,재고불요,Q4503770,SEO26FF,계획품,FM Hot Leveller,상시,,,,0,10,0,0
gray,재고불요,Q4530897,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고충분,Q4531078,SEO26FF,계획품,FM Main Motor,대수리,2026-09-04,2026-05-26,-100,2,3,0,0
gray,재고충분,Q4535892,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-02-14,-201,1,2,0,0
gray,재고충분,Q4535894,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-02-14,-201,1,2,0,0
gray,재고충분,Q4535900,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-02-28,-187,1,1,0,0
gray,재고충분,Q4535902,SEO26FF,계획품,FM Roll Alignment,대수리,2026-09-04,2026-02-04,-211,1,1,0,0
gray,재고불요,Q4537595,SEO26FF,계획품,,상시,,,,0,2,0,0
gray,재고불요,Q4543363,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4548256,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4548258,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4548259,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4548260,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,재고불요,Q4551506,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q4559600,SEO26FF,보험품,,상시,,,,2,3,0,0
gray,재고불요,Q4573456,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,충분,Q4576432,SEO26FF,보험품,,상시,,,,2,4,0,0
gray,충분,Q4585577,SEO26FF,보험품,RM Stand Adjust,상시,,,,1,3,0,0
gray,재고불요,Q4585578,SEO26FF,보험품,,상시,,,,0,5,0,0
gray,재고불요,Q4605205,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q4605206,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,충분,Q4606740,SEO26FF,보험품,,상시,,,,7,28,0,0
gray,재고불요,Q4610709,SEO26FF,계획품,,상시,,,,0,10,0,0
gray,재고불요,Q4611811,SEO26FF,보험품,,상시,,,,0,4,0,0
gray,재고불요,Q4616814,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q4626564,SEO26FF,계획품,,상시,,,,0,150,0,0
gray,재고불요,Q4627208,SEO26FF,계획품,,상시,,,,0,1,0,0
gray,충분,Q4653124,SEO26FF,보험품,,상시,,,,1,2,0,0
gray,재고불요,Q4635563,SEO26FF,보험품,,상시,,,,0,10,0,0
gray,재고불요,Q4636078,SEO26FF,보험품,,상시,,,,0,20,0,0
gray,재고불요,Q4635441,SEO26FF,보험품,,상시,,,,0,2,0,0
gray,재고불요,Q4642447,SEO26FF,보험품,,상시,,,,0,1,0,0
gray,재고불요,Q4662921,SEO26FF,보험품,,상시,,,,0,8,0,0
gray,재고불요,Q4663525,SEO26FF,계획품,,상시,,,,0,3,0,0
gray,충분,Q4640645,SEO26FF,보험품,,상시,,,,1,3,0,0
gray,재고불요,Q4671514,SEO26FF,보험품,,상시,,,,0,1,0,0
