q,dept,verdict,path,why,si,sp,conf,cspScore,stockSrc
Q1122097,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q1137969,SEO26FF,회색지대,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.667,71.4,68.8,LOW,20,Dummy TSV
Q1201276,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=1.000,14.3,68.8,HIGH,0,Dummy TSV
Q1201564,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.150,57.1,43.8,LOW,0,Dummy TSV
Q1204795,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q1204949,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q1218357,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.050,85.7,31.2,HIGH,20,Dummy TSV
Q1218391,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q1218393,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q1219164,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q1260654,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.056,85.7,31.2,HIGH,20,Dummy TSV
Q1269776,SEO26FF,보험품,Spare Part 확정,Spare Part 계열 규칙 적용,,,HIGH,0,Dummy TSV
Q1292612,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.053,85.7,31.2,HIGH,20,Dummy TSV
Q1293261,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.150,57.1,43.8,LOW,0,Dummy TSV
Q1297201,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.737,14.3,68.8,HIGH,0,Dummy TSV
Q1297240,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q1305036,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q1308654,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,Dummy TSV
Q1314441,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,20,Dummy TSV
Q1316039,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2008527,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,42.9,68.8,HIGH,0,Dummy TSV
Q2010934,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.714,42.9,68.8,HIGH,20,Dummy TSV
Q2011794,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.600,14.3,62.5,HIGH,0,Dummy TSV
Q2011846,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2013987,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2015221,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q2018730,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2019637,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2024559,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.071,85.7,31.2,HIGH,20,Dummy TSV
Q2024605,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2026952,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2028061,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.600,42.9,62.5,MEDIUM,20,Dummy TSV
Q2028134,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q2028329,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.882,42.9,68.8,HIGH,0,Dummy TSV
Q2032488,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2032490,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.944,42.9,68.8,HIGH,0,Dummy TSV
Q2032491,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,Dummy TSV
Q2038307,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2039356,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.824,14.3,100,HIGH,0,Dummy TSV
Q2040220,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2042214,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.929,14.3,68.8,HIGH,0,Dummy TSV
Q2045742,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q2052411,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.650,14.3,68.8,HIGH,0,Dummy TSV
Q2054201,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2054727,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2055671,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2055672,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2055698,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q2056110,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2059079,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.125,57.1,43.8,LOW,0,Dummy TSV
Q2059080,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q2059081,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.765,14.3,68.8,HIGH,0,Dummy TSV
Q2059082,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q2059083,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.812,42.9,68.8,HIGH,0,Dummy TSV
Q2059088,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2060148,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q2060154,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.882,14.3,68.8,HIGH,0,Dummy TSV
Q2060222,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q2060332,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2060337,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q2060460,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2060462,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.867,42.9,68.8,HIGH,20,Dummy TSV
Q2060463,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.882,14.3,68.8,HIGH,0,Dummy TSV
Q2060465,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2060474,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2062201,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.050,85.7,31.2,HIGH,20,Dummy TSV
Q2064661,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2064662,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,Dummy TSV
Q2065292,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2066145,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2068400,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.786,14.3,100,HIGH,0,Dummy TSV
Q2070790,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.125,85.7,43.8,HIGH,20,Dummy TSV
Q2070791,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q2070796,SEO26FF,회색지대,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.643,71.4,68.8,LOW,20,Dummy TSV
Q2070797,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.062,85.7,31.2,HIGH,20,Dummy TSV
Q2070800,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.133,85.7,43.8,HIGH,20,Dummy TSV
Q2070801,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2074351,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2074769,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.053,85.7,31.2,HIGH,20,Dummy TSV
Q2076004,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,Dummy TSV
Q2076458,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2076463,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2079650,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.941,14.3,68.8,HIGH,0,Dummy TSV
Q2079652,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q2079654,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.632,14.3,68.8,HIGH,0,Dummy TSV
Q2079803,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2082726,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2082954,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q2084886,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,42.9,68.8,HIGH,0,Dummy TSV
Q2086017,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.176,57.1,43.8,LOW,0,Dummy TSV
Q2086434,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q2086435,SEO26FF,보험품,시계열 점수,불출발생월비율=0.008; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2086682,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2087261,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.050,57.1,31.2,HIGH,0,Dummy TSV
Q2087833,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2088228,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.050,85.7,31.2,HIGH,20,Dummy TSV
Q2091278,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q2091279,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.933,42.9,68.8,HIGH,20,Dummy TSV
Q2094313,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.056,57.1,31.2,HIGH,0,Dummy TSV
Q2094703,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q2095005,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2095006,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q2095020,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=1.000,14.3,100,HIGH,0,Dummy TSV
Q2095032,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,42.9,68.8,HIGH,0,Dummy TSV
Q2095281,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,42.9,68.8,HIGH,0,Dummy TSV
Q2095868,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.882,14.3,68.8,HIGH,0,Dummy TSV
Q2096490,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q2097306,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2097711,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2097972,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,Dummy TSV
Q2098351,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.688,42.9,68.8,HIGH,0,Dummy TSV
Q2098353,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q2098900,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.765,14.3,68.8,HIGH,0,Dummy TSV
Q2100582,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2101008,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2101009,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q2101010,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.737,14.3,68.8,HIGH,0,Dummy TSV
Q2101882,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2102570,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.706,42.9,68.8,HIGH,0,Dummy TSV
Q2104247,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=1.000,42.9,68.8,HIGH,0,Dummy TSV
Q2106112,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q2110732,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.643,14.3,68.8,HIGH,0,Dummy TSV
Q2110733,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2116016,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2116265,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2116694,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.933,14.3,68.8,HIGH,0,Dummy TSV
Q2116695,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2117078,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2118354,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2118643,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q2118996,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.867,42.9,68.8,HIGH,20,Dummy TSV
Q2119613,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2120491,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.765,14.3,100,HIGH,0,Dummy TSV
Q2122540,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,14.3,68.8,HIGH,0,Dummy TSV
Q2124049,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; VMI; 불출발생월비율=0.025; 재고0비율=0.778,42.9,100,HIGH,20,Dummy TSV
Q2125396,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,Dummy TSV
Q2125412,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q2125413,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,Dummy TSV
Q2125462,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2125464,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2126080,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.875,14.3,68.8,HIGH,0,Dummy TSV
Q2126459,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.100,57.1,31.2,HIGH,0,Dummy TSV
Q2130291,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2130293,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q2133117,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2133118,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2133119,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2135729,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.941,14.3,68.8,HIGH,0,Dummy TSV
Q2137371,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.650,42.9,68.8,HIGH,0,Dummy TSV
Q2137920,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2137922,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q2139926,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2139998,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.071,85.7,31.2,HIGH,20,Dummy TSV
Q2140042,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q2141016,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.867,14.3,68.8,HIGH,0,Dummy TSV
Q2141021,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.789,14.3,68.8,HIGH,0,Dummy TSV
Q2142284,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.684,14.3,68.8,HIGH,0,Dummy TSV
Q2142898,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q2143052,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.667,42.9,68.8,HIGH,0,Dummy TSV
Q2143592,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.889,42.9,68.8,HIGH,20,Dummy TSV
Q2143616,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,20,Dummy TSV
Q2144319,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2146787,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2147980,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.467,14.3,62.5,HIGH,0,Dummy TSV
Q2154362,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.714,42.9,68.8,HIGH,0,Dummy TSV
Q2162230,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,Dummy TSV
Q2162413,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q2163394,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.857,14.3,100,HIGH,0,Dummy TSV
Q2166135,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.895,14.3,68.8,HIGH,0,Dummy TSV
Q2166833,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.100,57.1,31.2,HIGH,0,Dummy TSV
Q2168061,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2168437,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2169758,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2173282,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2176849,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2177492,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q2177493,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.765,42.9,68.8,HIGH,0,Dummy TSV
Q2179246,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,Dummy TSV
Q2184244,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.778,42.9,68.8,HIGH,0,Dummy TSV
Q2184478,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.882,14.3,68.8,HIGH,0,Dummy TSV
Q2184712,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2185181,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.050,85.7,31.2,HIGH,20,Dummy TSV
Q2187474,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2190703,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2191618,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.947,14.3,68.8,HIGH,0,Dummy TSV
Q2191857,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2194210,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q2194211,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.778,14.3,68.8,HIGH,0,Dummy TSV
Q2194827,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q2195767,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2200004,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,Dummy TSV
Q2200005,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2200464,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.737,14.3,68.8,HIGH,0,Dummy TSV
Q2200465,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.875,14.3,68.8,HIGH,0,Dummy TSV
Q2200466,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q2202508,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q2206557,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
