q,dept,verdict,path,why,si,sp,conf,cspScore,stockSrc
Q1078241,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.056,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1078244,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.833,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1078248,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.143,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q1078249,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1078283,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.053,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q1080083,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.684,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1080084,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.812,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1080117,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1080496,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q1080541,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1080794,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1080969,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.950,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1080970,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1113604,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1117822,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1119268,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.789,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q1119452,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1119526,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.053,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1119649,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.056,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1119795,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1120753,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q1121188,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1121309,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.688,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1122097,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1137969,SEO26FF,회색지대,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.667,71.4,68.8,LOW,20,DOG Type TSV + DB 자재정본
Q1201276,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=1.000,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1201564,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.150,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q1204795,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1204949,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q1218357,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.050,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q1218391,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q1218393,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q1219164,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q1260654,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.056,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q1269776,SEO26FF,보험품,Spare Part 확정,Spare Part 계열 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q1292612,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.053,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q1293261,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.150,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q1297201,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.737,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1297240,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q1305036,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q1308654,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q1314441,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.786,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q1316039,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2008527,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2010934,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.714,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2011794,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.600,14.3,62.5,HIGH,0,DOG Type TSV + DB 자재정본
Q2011846,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2013987,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2015221,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2018730,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2019637,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2024559,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.071,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2024605,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2026952,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2028061,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.600,42.9,62.5,MEDIUM,20,DOG Type TSV + DB 자재정본
Q2028134,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2028329,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.882,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2032488,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2032490,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.944,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2032491,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2038307,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2039356,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.824,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q2040220,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2042214,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.929,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2045742,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2052411,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.650,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2054201,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2054727,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2055671,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2055672,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2055698,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2056110,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2059079,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.125,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q2059080,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2059081,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.765,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2059082,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2059083,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.812,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2059088,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2060148,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2060154,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.882,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2060222,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2060332,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2060337,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2060460,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2060462,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.867,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2060463,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.882,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2060465,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2060474,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2062201,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.050,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2064661,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2064662,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.111,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q2065292,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2066145,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2068400,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.786,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q2070790,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.125,85.7,43.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2070791,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2070796,SEO26FF,회색지대,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.643,71.4,68.8,LOW,20,DOG Type TSV + DB 자재정본
Q2070797,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.062,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2070800,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.133,85.7,43.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2070801,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2074351,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2074769,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.053,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2076004,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2076458,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2076463,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2079650,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.941,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2079652,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.786,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2079654,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.632,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2079803,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2082726,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2082954,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2084886,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2086017,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.025; 재고0비율=0.176,57.1,43.8,LOW,0,DOG Type TSV + DB 자재정본
Q2086434,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2086435,SEO26FF,보험품,시계열 점수,불출발생월비율=0.008; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2086682,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2087261,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.050,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2087833,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2088228,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.050,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2091278,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2091279,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.933,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2094313,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.056,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2094703,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2095005,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2095006,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2095020,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=1.000,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q2095032,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2095281,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2095868,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.882,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2096490,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.053,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2097306,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2097711,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2097972,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2098351,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.688,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2098353,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.824,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2098900,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.765,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2100582,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2101008,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2101009,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2101010,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.737,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2101882,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2102570,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.706,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2104247,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=1.000,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2106112,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2110732,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.643,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2110733,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2116016,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2116265,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2116694,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.933,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2116695,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2117078,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2118354,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2118643,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2118996,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.867,42.9,68.8,HIGH,20,DOG Type TSV + DB 자재정본
Q2119613,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2120491,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.765,14.3,100,HIGH,0,DOG Type TSV + DB 자재정본
Q2122540,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2124049,SEO26FF,계획품,시계열 점수,핵심 예비품 목록 일치 +20점; VMI; 불출발생월비율=0.025; 재고0비율=0.778,42.9,100,HIGH,20,DOG Type TSV + DB 자재정본
Q2125396,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.812,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2125412,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2125413,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2125462,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2125464,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2126080,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.875,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2126459,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.100,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2130291,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2130293,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.017; 재고0비율=0.000,85.7,31.2,HIGH,20,DOG Type TSV + DB 자재정본
Q2133117,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2133118,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2133119,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,DOG Type TSV + DB 자재정본
Q2135729,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.941,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2137371,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.650,42.9,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2137920,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
Q2137922,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.800,14.3,68.8,HIGH,0,DOG Type TSV + DB 자재정본
Q2139926,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,DOG Type TSV + DB 자재정본
