q,dept,type,typeSrc,grade,target,need,amount,action,reason,signal,status,sigEq,sigKind,stopDate,dueDate,dDays,expect,issues,trend
Q1053317,SEO26FF,계획품,master.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-17,-109,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1053318,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-16,-110,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1053378,SEO26FF,계획품,master.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-17,-109,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1053392,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1053400,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Q1053401,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Q1053468,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1053581,SEO26FF,보험품,classification_result.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한3→1",green,여유,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1053588,SEO26FF,보험품,classification_result.csv,C,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한8→4",green,여유,,상시,,,,,4,0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Q1053590,SEO26FF,보험품,classification_result.csv,C,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",gray,충분,,상시,,,,,4,0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0
Q1071793,SEO26FF,보험품,classification_result.csv,S,25,25,1908725,발주,"핵심보험[S] μ_LT+SS(Z2.58)=25,상한32,기준6→25",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0
Q1072616,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072668,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072820,SEO26FF,보험품,master.csv,B,3,1,96000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한4→3",yellow,발주임박,,상시,,,,,2,0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Q1072821,SEO26FF,보험품,classification_result.csv,C,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한10→4",green,여유,,상시,,,,,3,0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Q1072836,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-04-20,-136,0,1,0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072889,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072924,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072926,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072928,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072930,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072961,SEO26FF,보험품,classification_result.csv,C,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한3→2",gray,충분,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1072973,SEO26FF,보험품,classification_result.csv,C,9,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=9,상한16→9",gray,충분,,상시,,,,,2,16;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Q1072995,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-05-17,-109,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073040,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073119,SEO26FF,보험품,master.csv,S,1,1,6502210,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한2,기준1→1",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073183,SEO26FF,보험품,classification_result.csv,B,0,0,0,감축,비핵심보험[B] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073184,SEO26FF,보험품,classification_result.csv,B,0,0,0,감축,비핵심보험[B] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073185,SEO26FF,보험품,classification_result.csv,S,24,24,1778496,발주,"핵심보험[S] μ_LT+SS(Z2.58)=24,상한28,기준6→24",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
Q1073210,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073215,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073256,SEO26FF,보험품,classification_result.csv,B,2,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",gray,충분,,상시,,,,,3,0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073310,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073416,SEO26FF,보험품,classification_result.csv,S,24,24,1832376,발주,"핵심보험[S] μ_LT+SS(Z2.58)=24,상한30,기준6→24",red,즉시발주,,상시,,,,,1,0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073449,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073453,SEO26FF,보험품,classification_result.csv,S,21,21,1603329,발주,"핵심보험[S] μ_LT+SS(Z2.58)=21,상한30,기준6→21",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073553,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073590,SEO26FF,보험품,classification_result.csv,C,15,7,864500,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=15,상한32→15",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073594,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073859,SEO26FF,보험품,master.csv,C,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",green,여유,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073865,SEO26FF,보험품,master.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073866,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1073870,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1074634,SEO26FF,보험품,classification_result.csv,S,2,2,126304000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준2→2",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1074772,SEO26FF,보험품,classification_result.csv,S,4,4,208620000,발주,핵심보험[S] 소요無→기준4,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1076627,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Q1076630,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",green,여유,,상시,,,,,3,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Q1077285,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077340,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077367,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077400,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-05-10,-116,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077476,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Spindle 감속기,대수리,2026-09-04,2026-04-19,-137,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077486,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077487,SEO26FF,보험품,classification_result.csv,C,3,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한6→3",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077622,SEO26FF,계획품,master.csv,S,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-03-29,-158,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077624,SEO26FF,보험품,master.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1",green,여유,,상시,,,,,1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077646,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077670,SEO26FF,보험품,classification_result.csv,B,10,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=10,상한20→10",green,여유,,상시,,,,,1,0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077676,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077684,SEO26FF,보험품,classification_result.csv,C,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077685,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Q1077724,SEO26FF,보험품,classification_result.csv,C,3,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한4→3",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077747,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077761,SEO26FF,보험품,classification_result.csv,B,8,1,141000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=8,상한20→8",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077763,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077776,SEO26FF,보험품,classification_result.csv,B,5,1,5450000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한10→5",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
Q1077777,SEO26FF,보험품,classification_result.csv,C,6,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한23→6",gray,충분,,상시,,,,,2,0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077786,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0
Q1077922,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077925,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1077941,SEO26FF,보험품,classification_result.csv,C,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4",green,여유,,상시,,,,,1,0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078004,SEO26FF,보험품,master.csv,C,2,1,116025,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078005,SEO26FF,보험품,classification_result.csv,B,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078241,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078244,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078248,SEO26FF,보험품,master.csv,A,2,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",green,여유,FM Main Motor,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078249,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-23,-103,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1078283,SEO26FF,보험품,classification_result.csv,S,4,4,23796240,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한4,기준2→4",red,즉시발주,,상시,,,,,3,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Q1080083,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고충분,FM Screw Down,대수리,2026-09-04,2026-05-17,-109,0,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1080084,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고충분,FM Screw Down,대수리,2026-09-04,2026-05-17,-109,0,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1080117,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1080496,SEO26FF,계획품,master.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.1)→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-02-15,-200,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1080541,SEO26FF,보험품,classification_result.csv,C,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",green,여유,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Q1080794,SEO26FF,보험품,classification_result.csv,C,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1080969,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1080970,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1113604,SEO26FF,보험품,classification_result.csv,B,12,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=12,상한48→12",gray,충분,,상시,,,,,3,0;6;0;0;0;0;0;24;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1117822,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1119268,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1119452,SEO26FF,보험품,classification_result.csv,B,9,7,214459,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=9,상한24→9",red,즉시발주,,상시,,,,,1,0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1119526,SEO26FF,보험품,classification_result.csv,C,3,3,953259,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한5→3",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Q1119649,SEO26FF,보험품,classification_result.csv,C,7,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한20→7",gray,충분,,상시,,,,,4,0;2;0;0;0;0;0;0;0;0;8;8;0;0;20;0;0;0;0;0;0;0;0;0
Q1119795,SEO26FF,보험품,classification_result.csv,C,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한1→1",green,여유,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Q1120753,SEO26FF,보험품,master.csv,B,3,1,91512,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Q1121188,SEO26FF,보험품,classification_result.csv,C,1,1,384451,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한1→1",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Q1121309,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1122097,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1137969,SEO26FF,보험품,master.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1201276,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1201564,SEO26FF,보험품,master.csv,C,2,1,98467200,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한10→2",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Q1204795,SEO26FF,보험품,classification_result.csv,C,2,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한2→2",gray,충분,,상시,,,,,2,0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Q1204949,SEO26FF,보험품,master.csv,C,4,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한10→4",gray,충분,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
Q1218357,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1218391,SEO26FF,보험품,classification_result.csv,S,1,0,0,유지,핵심보험[S] 소요無→기준1,green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1218393,SEO26FF,보험품,classification_result.csv,S,1,1,2577600,발주,핵심보험[S] 소요無→기준1,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q1219164,SEO26FF,보험품,master.csv,S,1,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1",gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
